WDID	Status	SSOq Population Served	Last Updated	Dev Plan Schedule DT	Goal DT	Org DT	Legal Auth DT	Operation Maint DT	Design Perf Prov DT	Overflow Emerg Resp Plan DT	Fog Cntl Program DT	Sys Eval Cap Assur Plan	Monit Meas Program Modi DT	SSMP Program Audit DT	Commun Program DT	Complete SSMP Impl DT	Five Year Update DT	Note	Url	SSMP Uploaded	
5SSO11482	Active	6,626	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11483	Active	539	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11484	Active	291	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11485	Active	29	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11486	Active	32	04/30/2012	06/30/2008	11/04/2008	11/04/2008	11/02/2009	11/02/2009	08/02/2010	07/19/2011	11/02/2009	04/30/2012	08/02/2010	08/02/2010	08/02/2010	08/02/2010				No	
5SSO11487	Active	5,496	01/09/2015	04/16/2008	04/16/2008	04/16/2008	04/16/2008	10/21/2009	10/21/2009	10/21/2009	10/21/2009	10/21/2009	10/21/2009	10/21/2009	10/21/2009	10/21/2009	07/20/2014			No	
5SSO11488	Active	2,500	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016	10/13/2016			Yes	
5SSO11492	Active	4,059	09/19/2014	09/18/2014	09/18/2014	09/18/2014	09/18/2014	02/10/2010	01/24/2012	02/15/2010	02/15/2010	01/24/2012	01/24/2012	01/24/2012	04/19/2012	04/19/2012	04/19/2012			No	
5SSO11497	Active	100	12/07/2012	02/12/2008	02/12/2008	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	05/28/2012	11/13/2012	11/13/2017			No	
5SSO11500	Active	160	10/24/2016	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	02/03/2011	07/28/0010	12/09/2015			Yes	
5SSO11502	Active	4	06/30/2016	06/08/0009	06/08/2009	06/08/2009	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	12/01/2010	06/30/2016	SSMP 2016 audit complete		No	
5SSO11503	Active	1,850	02/14/2011	01/12/2008	02/16/2008	04/14/2008	01/14/2011	01/14/2011	09/12/2008	06/13/0008	09/12/2008	01/14/2011	01/14/2011	01/14/2011	01/14/2011	02/11/2011				No	
5SSO11504	Active	1,578	12/07/2010	05/01/2008	05/01/2008	05/01/2008	02/01/2010	02/01/2010	08/01/2010	02/01/2010	02/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010				No	
5SSO11505	Active	111	12/07/2010	05/01/2008	05/01/2008	05/01/2008	02/01/2010	02/01/2010	08/01/2010	02/01/2010	02/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010	08/01/2010				No	
5SSO11516	Active	275	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11519	Active	297	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11520	Active	117	07/29/2010	04/08/2008	04/08/2008	04/08/2008	02/02/2010	02/02/2010	02/02/2010	02/02/2010	02/02/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010	07/29/2010				No	
5SSO11529	Active	50,000	08/28/2014	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	01/13/2011	08/28/2014			Yes	
5SSO11531	Active	9,500	05/13/2010	04/09/2008	11/05/2008	11/05/2008	10/29/2009	10/29/2009	05/12/2010	10/29/2009	10/29/2009	05/12/2010	05/12/2010	05/12/2010	05/12/2010	05/12/2010				No	
5SSO11535	Historical																			No	
5SSO11536	Historical																			No	
5SSO11537	Historical																			No	
5SSO11543	Active	2,900	10/12/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	08/05/2016	08/05/2016			Yes	
5SSO11556	Active	120,000	08/28/2014	08/01/0008	08/01/0008	08/01/0008	10/20/0008	10/01/0008	10/01/0008	10/01/0008	10/01/0008	06/12/2012	06/12/2012	06/12/2012	10/01/0008	11/15/0008	08/28/2014			Yes	
5SSO11600	Active	3,000	10/10/2016	01/11/2011	02/11/2011	02/11/2011	05/17/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	06/24/2011	10/10/2016			Yes	
5SSO11601	Active	3,500	10/10/2016	01/11/2011	02/11/2011	02/11/2011	05/18/2011	04/22/2011	04/22/2011	04/22/2011	04/22/2011	04/22/2011	04/22/2011	04/22/2011	04/22/2011	06/24/2011	10/10/2016			Yes	
5SSO11602	Active	670	10/10/2016	01/11/2011	02/11/2011	02/11/2011	05/18/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	04/20/2011	06/24/2011	10/10/2016			Yes	
5SSO11603	Active	356	10/10/2016	01/11/2011	02/11/2011	02/11/2011	05/18/2011	04/21/2011	04/21/2011	04/21/2011	04/21/2011	04/21/2011	04/21/2011	04/21/2011	04/21/2011	06/24/2011	10/10/2016			Yes	
5SSO11604	Active	1,000	12/17/2014	01/22/2008	05/02/2008	05/02/2008	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	01/12/2010	12/04/2014			Yes	
5SSO11656	Active	6,030	12/01/2015	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/03/2012	07/06/2012	07/03/2017			No	
5SSO11657	Active	114	07/22/2011	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010	12/07/0010		SSMP was approved by the County Board of Supervisors December 7, 2010		No	
5SSO11675	Active	2,900	10/12/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	08/05/2016	08/05/2016			Yes	
5SSO11676	Active	2,900	10/12/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	08/05/2016	08/05/2016			Yes	
5SSO11677	Active	2,900	10/12/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	07/28/2016	08/05/2016	08/05/2016			Yes	
5SSO11679	Active	300	09/14/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012	08/21/2012				No	
5SSO11751	Active	1,112	02/18/2011	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010	09/16/2010			No	
5SSO18099	Active	3,000																		No	
5SSO18109	Active	3,100	04/03/2015	05/01/2014	08/07/2014	08/07/2014	08/07/2014	08/07/2014	08/08/2014	08/08/2014	08/08/2014	08/08/2014	08/08/2014	08/08/2014	08/08/2014	08/20/2014	08/01/2019			Yes	
6SSO10459	Active	450	06/04/2013	07/17/2007	10/22/2007	10/22/2007	10/22/2007	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	05/08/2008	06/04/2013			Yes	
6SSO11101	Active	2,500	03/30/2015	03/12/2010	03/12/2010	03/12/2010	03/12/2010	03/12/2010	03/12/2010	03/12/2010	03/10/2010	03/12/2010	03/12/2010	03/12/2010	03/12/2010	03/12/2010	02/13/2015			Yes	
6SSO11102	Active	287	03/17/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/03/2011	01/04/2016	SSMP cerified 01032011		No	
6SSO11103	Active	10,000	01/29/2014	08/12/2008	08/12/2008	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/22/2009	01/29/2014			Yes	
6SSO11106	Active	100	11/10/2011	01/09/2008	08/14/2007	08/14/2007	08/16/2007	09/17/2007	11/13/2007	11/13/2007	11/13/2007	12/04/2007	12/04/2007	01/09/2008	01/09/2008	01/17/2008	11/10/2011			No	
6SSO11108	Active	950	03/25/2011	02/18/0008	04/17/0008	04/17/0008	06/17/2008	07/16/2009	01/13/2010	07/17/2009	07/14/2009	03/25/2011	03/25/2011	03/25/2011	08/27/2009	03/25/2011	03/31/2016			No	
6SSO11109	Active	200	06/21/2011	05/03/2011	05/03/2011	05/03/2011	05/03/2011	05/03/2011	06/07/2011	05/03/2011	05/03/2011	06/07/2011	06/07/2011	06/07/2011	05/03/2011	06/07/2011	05/15/2011			No	
6SSO11110	Active	10,000	11/10/2016	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	10/08/2013	09/29/2016		www.ntpud.org/master-plans	Yes	
6SSO11111	Active	2,000	03/20/2013	03/02/0008	04/16/0008	04/16/0008	01/20/2010	01/20/2010	03/20/2013	01/20/2010	01/20/2010	03/20/2013	03/20/2013	03/20/2013	03/20/2013	03/20/2013				No	
6SSO11112	Active																			No	
6SSO11113	Active	33,124	12/02/2010	11/01/2007	11/01/2007	11/01/2007	02/21/2008	07/30/2009	07/30/2009	01/02/2008	11/01/2007	07/30/2009	07/30/2009	09/01/2010	07/30/2009	08/28/2009				No	
6SSO11114	Active	924	04/29/2015	01/29/2008	12/17/2007	02/14/2008	10/20/2009	01/25/2010	04/01/2010	10/30/2009	01/15/2010	01/20/2010	02/05/2010	02/05/2010	02/05/2010	07/27/2010	03/31/2015			No	
6SSO11115	Active	300	11/18/2016	03/01/2008	04/01/2008	05/01/2008	02/01/2009	03/01/2009	06/01/2009	10/01/2009	02/01/2010	05/01/2010	07/01/2010	08/01/2010	09/01/2010	01/17/2011	11/14/2016	The Stones-Bengard Community Service District Board of Directors re-certified the SSMP at their regular monthly meeting on Monday, November 14,2016		No	
6SSO11117	Active	9,960	01/11/2012	10/30/2007	10/30/2007	10/30/2007	07/15/2009	07/15/2009	07/15/2009	07/15/2009	07/15/2009	04/19/2010	04/19/2010	04/19/2010	04/19/2010	05/11/2010	05/11/2015	Implemented		No	
6SSO11118	Active	10,000	05/29/2014	01/18/2008	05/02/2008	05/02/2008	11/04/2009	11/04/2009	11/04/2009	11/04/2009	11/04/2009	04/26/2010	04/26/2010	04/26/2010	04/26/2010	04/26/2010	05/16/2014		http://www.tahoecitypud.com/download/utilities/2014ssmp.pdf	No	
6SSO11119	Active	45,000	06/20/2014	10/10/2007	10/30/2007	10/30/2007	04/22/2009	04/22/2009	07/08/2009	04/22/2009	04/22/2009	07/08/2009	07/08/2009	07/08/2009	07/08/2009	07/08/2009	06/18/2014		http://pub.ttsa.us/ttsa/jsp/content.jsp?menuid=54	Yes	
6SSO11120	Active	16,000	06/02/2014	10/18/2007	10/24/2007	11/01/2007	04/01/2009	04/08/2009	04/01/2009	04/15/2009	04/01/2009	07/29/2009	07/29/2009	05/21/2014	07/29/2009	07/29/2009				No	
6SSO11123	Active	31,750	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014	11/25/2014			Yes	
6SSO11125	Active	600	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012	04/26/2012				No	
6SSO11126	Active	24,350	02/27/2014	03/20/2012	03/20/2012	02/18/2014	03/20/2012	02/18/2014	03/20/2012	02/18/2014	02/18/2014	03/20/2012	03/20/2012	03/20/2012	03/20/2012	06/06/2012	06/06/2017			Yes	
6SSO11128	Active																			No	
6SSO11129	Active	800	06/20/2013	06/28/2012	07/02/2012	07/03/2012	07/05/2012	07/06/2012	08/25/2012	09/17/2012	09/25/2012	11/10/2012	01/15/2013	01/15/2013	02/22/2013	06/20/2013	06/20/2018			No	
6SSO11130	Active	895	06/18/2013	12/14/2012	12/14/2012	12/14/2012	12/14/2012	12/14/2012	12/14/2012	05/23/2013	12/14/2012	12/14/2012	12/14/2012	12/14/2012	12/14/2012	05/31/2013		SSMP Implementation 05/31/2013		No	
6SSO11131	Active	3,879	11/30/2016	08/01/2008	04/24/2008	04/24/2008	11/02/2009	11/02/2009	04/19/2010	11/02/2009	11/02/2009	04/19/2010	04/19/2010	04/19/2010	04/19/2010	04/19/2010	11/30/2016	Organization Chart updated. No other changes needed.		No	
6SSO11132	Active	2,000	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011	02/24/2011				No	
6SSO11135	Active	14,123	05/04/2012	03/17/2009	03/17/2009	03/17/2009	03/17/2009	03/17/2009	03/17/2009	03/17/2009	06/30/2010	05/03/2012	05/03/2012	05/03/2012	05/03/2012	05/04/2012				No	
6SSO11136	Active	160,000	08/22/2016	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015	10/13/2015			No	
6SSO11137	Active	160,020	06/09/2014	08/01/2007	10/30/2007	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	05/07/2014	5 Year Update	http://www.cityofpalmdale.org/departments/publicworks/engineering/Palmdale%20Sewer%20System%20Management%20Plan.pdf	Yes	
6SSO11138	Active	1,300	06/18/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/31/2013		SSMP Implemented 05/31/2013		No	
6SSO11139	Active	9,000	11/03/2015	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	11/18/2010	10/08/2015			Yes	
6SSO11140	Active	725	05/24/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2011	05/20/2016	District has completed all information on the SSMP		No	
6SSO11142	Active	550	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015	06/01/2015			No	
6SSO11143	Active	7,000	08/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	05/09/2012	06/08/2012	06/22/2012	07/11/2012	07/13/2012	08/08/2017			No	
6SSO11146	Active	420	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11147	Active	1,200	11/12/2014	08/01/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	10/23/2014	11/04/2014	10/23/2014	11/11/2014				No	
6SSO11149	Active	600	10/09/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013	09/25/2013				Yes	
6SSO11150	Active	979																		No	
6SSO11151	Active	401	12/21/2016	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2012	02/24/2017			Yes	
6SSO11152	Active	14,000	03/31/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	03/28/2017	2017 SSMP revision		Yes	
6SSO11154	Active	398	11/12/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010	11/09/2010			No	
6SSO11155	Active	2,000	06/18/2015	04/30/2008	04/30/2008	04/30/2008	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	04/28/2010	06/11/2015	LPCSD BOARD MEETING		No	
6SSO11157	Active	7,569	01/21/2016	04/15/2006	02/15/2008	03/15/2008	03/15/2005	07/15/2008	08/15/2008	03/15/2006	03/15/2005	08/15/2008	08/15/2008	09/15/2008	08/15/2008	09/15/2008	01/21/2016			Yes	
6SSO11158	Active	4,000	11/09/2010	02/01/2008	05/01/2008	05/01/2008	02/01/2010	02/01/2010	08/02/2010	02/01/2010	02/01/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	11/09/2010	11/09/2015	Approved by the District Board of Directors 11/09/2010		No	
6SSO11160	Historical	1,060																		No	
6SSO11164	Active	1,565	06/18/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/23/2013	05/31/2013		SSMP Implemented 05/31/2013		No	
6SSO11165	Active	14,000	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014	09/10/2014			Yes	
6SSO11168	Active	1,970	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11169	Active	110,000	07/01/2011	08/01/2007	11/01/2007	01/31/2011	10/30/2008	10/30/2008	04/30/2009	10/30/2008	10/30/2008	04/30/2009	04/30/2009	04/30/2009	04/30/2009	04/30/2009				No	
6SSO11171	Historical	1,289																		No	
6SSO11182	Active	5,200	07/01/2015	02/02/2008	05/02/2008	05/02/2008	11/02/2009	11/02/2009	05/02/2010	11/02/2009	11/02/2009	05/02/2010	05/02/2010	05/02/2010	05/02/2010	05/04/2010				No	
6SSO11193	Active	4,000	03/04/2010	08/22/0008	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010	03/04/2010				No	
6SSO11376	Active	407	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11377	Active	1,272	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11378	Active	3,080	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11379	Active	12,395	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11380	Active	2,577	11/22/2016	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	01/01/2002	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011	02/15/2011				Yes	
6SSO11393	Active	195,332	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/20/2014	Board Approval Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
6SSO11399	Active	132,020	03/04/2014	07/25/2007	11/02/2007	11/02/2007	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	11/02/2008	04/15/2009	02/20/2014	Board Approved Date	http://www.lacsd.org/wastewater/wwfacilities/wcs.asp 	No	
6SSO11416	Historical	6,000																		No	
6SSO11425	Active	95,113	07/30/2009	11/06/2007	11/06/2007	11/06/2007	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009		Victorville City Council Approved SSMP During Public Hearing on 07/21/09		No	
6SSO11427	Active	18,149	04/01/2013	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	03/21/2007	11/20/2012			No	
6SSO11489	Active	22,500	07/28/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	07/22/2014	Certified by Apple Valley Town Council on 7/22/14		Yes	
6SSO11493	Active	1,396	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2012	04/19/2017			No	
6SSO11506	Active	7,500	03/13/2012	02/01/2008	04/03/2008	04/03/2008	04/15/2010	04/15/2010	04/15/2010	04/15/2010	10/07/2010	04/15/2010	04/15/2010	04/15/2010	04/15/2010	04/15/2010	04/02/2015			No	
6SSO11517	Active	0	08/31/2015	11/27/2007	10/30/2007	10/30/2007	05/01/2009	05/01/2009	07/21/2009	05/01/2009	05/01/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	07/21/2009	08/04/2015			Yes	
6SSO11523	Active	2,200	12/28/2011	12/07/2011	12/07/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/08/2011	12/09/2011		With limited staff and funding Silverwood Lake SRA has implemented all eleven elements of the SSMP		No	
6SSO11538	Active	2,000	01/19/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011	01/12/2011				No	
6SSO14497	Active	23,000	09/30/2014	11/02/2007	11/02/2007	11/02/2007	05/01/2009	05/01/2009	08/01/2009	11/02/2007	05/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	08/01/2009	09/30/2019			No	
6SSO18093	Active	1,000	04/06/2011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011				No	
6SSO18094	Active	1,000	04/06/2011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011	02/01/0011				No	
6SSO18095	Active	1,000	11/11/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011	02/01/2011				No	
6SSO18103	Active	0	11/22/2016	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	01/01/2011	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014				Yes	
6SSO18104	Active	0	11/22/2016	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	01/01/2011	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014				Yes	
6SSO18105	Active	0	11/22/2016	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	01/01/2011	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014	06/17/2014				Yes	
7SSO10506	Active	29,125	07/16/2014	08/09/2006	09/24/2007	10/18/2007	01/22/2009	10/06/2008	01/22/2009	03/13/2008	03/10/2009	10/28/2008	06/02/2009	02/25/2009	12/09/2008	07/21/2009	07/16/2014	5 year update. Information changes only.		Yes	
7SSO10507	Active	28,500	07/07/2016	09/20/2007	09/20/2007	09/20/2007	05/01/2009	05/01/2009	07/20/2009	05/01/2009	05/01/2009	07/20/2009	07/20/2009	07/20/2009	07/20/2009	07/20/2009	07/07/2016	Updated SSMP	http://www.ci.banning.ca.us/DocumentCenter/View/1006	Yes	
7SSO10508	Active	0	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011	12/06/2011				No	
7SSO10509	Active	12,155	02/24/2016	01/02/2015	01/02/2015	01/02/2015	03/02/2015	02/02/2015	02/02/2015	02/02/2015	04/02/2015	04/02/2015	02/02/2015	04/02/2015	02/28/2015	08/28/2015	02/24/2016			Yes	
7SSO10511	Historical																			No	
7SSO10512	Historical																			No	
7SSO10513	Active	833	12/31/2014	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	08/02/2010	12/31/2014		BorregoWD SSMP December 2014	Yes	
7SSO10514	Active	26,566	10/15/2013	11/02/2007	11/02/2007	11/02/2007	04/24/2009	07/08/2009	09/11/2012	07/08/2009	07/08/2009	11/07/2012	11/07/2012	06/19/2013	04/25/2011	06/19/2013	06/19/2018			No	
7SSO10515	Active	38,000	08/19/2013	08/16/2013	01/23/2013	01/10/2013	03/26/2012	06/05/2007	08/16/2013	06/05/2007	02/09/2011	08/16/2013	08/16/2013	08/16/2013	06/05/2007	08/16/2013				No	
