,WDID,STATUS,SPILL_ID,SPILL_LOC_NAME,SPILL_VOL,REACH_SURFACE,REACH_STORM_DRAINPIPE,RETURN_TO_SSS,SPILL_VOL_RECOVER,SPILL_VOL_REACH_SURF,LATTITUDE_DECIMAL_DEGREES,LONGITUDE_DECIMAL_DEGREES,ADDRESS,CITY,ZIP,SPILL_LOC_DESC,APPEAR_PT,APPEAR_PT_EXPLAIN,FINAL_SPILL_DEST,FINAL_SPILL_DEST_EXPL,START_DT,AGENCY_NOTIFY_DT,OPRTOR_ARRVL_DT,EST_END_DT,SPILL_CAUSE,SPILL_CAUSE_EXPLAIN,SSO_PLSD_SOURCE_PLSD,SSO_PLSD_SOURCE_EXPLAIN,WHERE_FAILURE_OCCUR,WHERE_FAIL_OCCUR_EXP,DIAMETER_OF_SEWER,MATERIAL_SEWER_PIPE,AGE_SEWER_PIPE,RESPONSE_ACTIVITIES,RESPONSE_ACTIVITIES_EXPL,Unnamed: 35
5295,9SSO10675,Active,743954,Welks,100.0,No,Yes,Yes,100.0,0.0,33.233408,-117.133469, Welk View,Escondido,92026.0,Private property onto construction site,Manhole, ,Storm drain, ,27-JUL-09 09.20.00.000000 AM,07/27/2009 09:30,07/27/2009 09:40,27-JUL-09 09.30.00.000000 AM,Other (specify below),Construction sand tee in manhole,,,Other (specify below),Man hole,8,clay, ,Returned all or portion of spill to sanitary sewer system, ,
5296,9SSO10675,Active,758243,Granite Ridge,300.0,No,No,Not Applicable - Spill did not reach storm drainpipe,10.0,0.0,33.215056,-117.097667,Lot Granite Ridge,Escondido,92026.0,Vacant lot,Other (specify),Lateral,Other (specify below),Dirt lot,16-SEP-10 07.30.00.000000 PM,09/16/2010 19:30,09/16/2010 20:20,16-SEP-10 10.30.00.000000 PM,Root intrusion, ,,,Upper Lateral, ,8,clay,5,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause, ,
5297,9SSO10676,Active,650614,Private lateral,20.0,No,No,Not Applicable - Spill did not reach storm drainpipe,20.0,0.0,33.14903,117.19997,1054 Rancho Santa Fe,San Marcos,92069.0,Private lateral spilled and ran down private property  in to a construction area.,Other (specify),In the area of grading for new side walk.,Street/curb and gutter, ,18-APR-07 02.37.00.000000 PM,04/18/2007 14:37,04/18/2007 14:37,18-APR-07 02.37.00.000000 PM,Other (specify below),Private lateral was broken at property line.,,, , ,3,CI, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"Performed clean up under the direction of the City of San Marcos, who is the responsible agency for the storm drain system in this area.",
5298,9SSO10676,Active,650620,Veiw Esates Mobile Home Park,250.0,No,No,Not Applicable - Spill did not reach storm drainpipe,250.0,,33.400833,117.458056,150 South Santa Fe,San Marcos,92069.0,Private lateral spilled out of a cleanout on private property.,Other (specify),Private lateral spilled out of a cleanout on private property.,Storm drain, ,24-APR-07 08.35.00.000000 AM,04/24/2007 08:35,04/24/2007 08:35,24-APR-07 08.45.00.000000 AM,Other (specify below),The plumber working for Veiw Estates Mobile Park  said there was roots in the lateral.,,,,,8,VCP, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"Performed clean up under the direction of the City of San Marcos,  who is the responsable agency for the storm drain system in this area.",
5299,9SSO10676,Active,651286,Private lateral,30.0,No,No,Not Applicable - Spill did not reach storm drainpipe,30.0,0.0,33.15258,117.19564,235-245 Rancho Sante Fe,San Marcos,92069.0,Private lateral spilled and ran down private property onto curbline and then into stormdrain.,Building or structure,Sewer was also  flowing out of private clean out.,Storm drain, ,14-MAY-07 10.05.00.000000 AM,05/14/2007 10:05,05/14/2007 10:05,14-MAY-07 10.15.00.000000 AM,Other (specify below),The plumber working for the property owner determined that the blockage was due to a sag in the lateral allowing debris to accumulate.,,, , ,4, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"Performed clean up under the direction of the City of San Marcos, who is the responsible agency for the storm drain system for the area.",
5300,9SSO10676,Active,705256,1600 Block of School House Way (Private Lateral),54.0,No,No,Not Applicable - Spill did not reach storm drainpipe,39.0,0.0,33.09733,117.19832,1600 School House,San Marcos,92078.0,Private lateral spilled and ran down curbline.,Other (specify),Sewer was flowing out of a private cleanout on a private lateral.,Street/curb and gutter,,02-OCT-07 02.25.00.000000 PM,10/02/2007 14:25,10/02/2007 14:25,02-OCT-07 02.53.00.000000 PM,Other (specify below),There were two sandbags left in the upstream side of the manhole which restricted flow.,,, , ,6,, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Restored flow;Returned all or portion of spill to sanitary sewer system;Other (specify below),Cleared blockage and performed cleanup due to proximity of School.  Inspected sewer with CCTV to determine line was clear.,
5301,9SSO10676,Active,712212,(Private Lateral Spill) 356 Pacific Street,5.0,No,No,Not Applicable - Spill did not reach storm drainpipe,5.0,0.0,33.13994,117.19842, Pacific,San Marcos,92069.0,Private lateral spill coming out of the customers clean out and ran down the curb line.,Other (specify),Private clean out in front of the business.,Street/curb and gutter,,08-JAN-08 12.19.00.000000 PM,01/08/2008 12:19,01/08/2008 12:19,08-JAN-08 12.40.00.000000 PM,Pipe structural problem/failure,See above description.,,, , ,4,, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Returned all or portion of spill to sanitary sewer system;Other (specify below),The sewer main in front of the business was cleaned and inspected.  No defects found with the sewer main.  Performed clean up under the direction of The City of San Marcos who is responsible for the storm drain system.,
5302,9SSO10676,Active,713801,(Private Lateral Spill) 1860 El Norte Parkway,43.0,No,No,Not Applicable - Spill did not reach storm drainpipe,35.0,0.0,33.15489,117.12495, El Norte,Escondido,92069.0,Private lateral spill coming out of the shopping center clean outs and ran down the curb line into a strom drain.,Other (specify),Private clean outs in shopping center.,Other paved surface;Storm drain;Street/curb and gutter, ,21-FEB-08 11.35.00.000000 AM,02/21/2008 11:35,02/21/2008 11:35,21-FEB-08 11.50.00.000000 AM,Other (specify below),unknown,,, , , , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,A spill berm was positioned around the spilling clean out and a vacuum unit was placed at the curb line containg the sewer until the appropriate agency (City of Escondido) was on scene.  Vallecitos Water District cleaned up a portion of the curb line until relieved by the City Of Escondido.,
5303,9SSO10676,Active,717664,"(Private Lateral) 634 Mission Road, Head Start Pre-school",39.0,No,No,Not Applicable - Spill did not reach storm drainpipe,39.0,0.0,33.145481,117.173733, Mission,San Marcos,92069.0,Private lateral spill coming out of private clean out and stopping in curb line.,Other (specify),The spill appearance point was a private clean out.,Other paved surface;Street/curb and gutter,The final destination was the concrete curb line.,06-MAY-08 11.15.00.000000 AM,05/06/2008 11:15,05/06/2008 11:15,06-MAY-08 11.28.00.000000 AM,Other (specify below),The plumber determined the private 4  ABS was not connected properly to the private 4  VCP force main.,,,Other (specify below),Unknown,4,unknown, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"At time of arrival the private lateral was not spilling, while performing a site investigation the lateral pump came on.  The sewer that spilled out from the clean out was contained, captured, and returned to the sewer system from a vactor truck that was parked next to the curb line.",
5304,9SSO10676,Active,726874,"(Private Lateral) 634 Mission Road, Head Start Pre-school",5.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.133536,117.166785, Mission,San Marcos,92069.0,"Private lateral spill coming out private clean out, running down the curb-line ending with a small amount deposited in the storm drain pipe",Other (specify),The spill appearance point was from a private clean out.,Other paved surface;Storm drain;Street/curb and gutter;Other (specify below),Final destination was the storm drain with some spillage along the curb line and some evidence in the street.,03-SEP-08 06.25.00.000000 PM,09/03/2008 18:25,09/03/2008 18:25,03-SEP-08 06.35.00.000000 PM,Pipe structural problem/failure,The spill was caused from a faulty clean out cap coming off under pressure from the septic tank pump when it pumps into the sewer main.,,,Other (specify below),"lower lateral, problems.",4,unknown, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),"Captured some of private lateral spill in curb-line, flushed and cleaned curb-line, returned portion of the captured spill back into sewer system.",
5305,9SSO10676,Active,728887,(Private Lateral) 677 Beverly Place,22.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.13306,117.2028, Beverly,San Marcos,92069.0,Private lateral coming out of a private clean out going into a private storm drain.,Other (specify),The spill apperance point was a private clean out.,Other paved surface;Other (specify below),The final destination of the spill was a private storm drain system.,22-OCT-08 03.10.00.000000 PM,10/22/2008 15:10,10/22/2008 15:10,22-OCT-08 03.25.00.000000 PM,Other (specify below),"The spill cause was undetermined,",,,Other (specify below),Unknown, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"At the time of arrival it was discovered that instead of a missing manhole, sewer was coming out from a private lateral clean out.  A vactor was called to capture what was coming out from the lateral.  Before the vactor could arrive on site, approximately 22.5 gallons had made it into a private storm drain located behind the residence. VWD crews checked the District collection system and it was clear and flowing, no signs of surcharge.",
5306,9SSO10676,Active,730110,(Private Lateral) 810 Los Vallecitos,1.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.14163,117.17931,810 Los Vallecitos,San Marcos,92069.0,Private lateral coming out of a private clean out onto a private parking lot.,Other (specify),The spill apperance point was a private clean out onto a private parking lot.,Other paved surface,The final destiation of the spill was a private parking lot.,07-NOV-08 04.15.00.000000 PM,11/07/2008 16:15,11/07/2008 16:15,07-NOV-08 04.40.00.000000 PM,Other (specify below),Private plumber specified that is was roots that blocked the gravity flow of the private lateral.,,,Other (specify below),Unknown, , , ,Restored flow;Other (specify below),"Spoke with plumber, who was clearing the blockage. Checked sewer main and spoke with customer on agencies sewer lateral responsibility.",
5307,9SSO10676,Active,734582,(Private lateral) 705 Center Drive,20.0,No,Yes,Yes,20.0,0.0,33.13305,-117.121856, Center,San Marcos,92069.0,The spill location was from a private manhole located on the grease separator for the restaurant.,Other (specify),The spill appearance point was from a private manhole that flows into a grease separator in front of the business located at 705 Center Drive,Storm drain;Street/curb and gutter,The final spill destination of the private lateral spill was along the curb and gutter in the front of the business and in the storm drain inlet located just outside the front door.,14-FEB-09 08.00.00.000000 PM,02/14/2009 20:00,02/14/2009 20:00,15-FEB-09 12.45.00.000000 AM,Other (specify below),The spill cause was believed to be from grease blocking the lateral.,,,Other (specify below),The failure occurred in the private lateral between the private grease separator and the connection point to Vallecitos Water District sewer main, ,, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"When Vallecitos Water District personnel arrived on site, Vallecitos Water District's sewer main near the affected business was checked for signs of surcharging.  Once inspection was completed, Vallecitos Water District system was found in normal working order with no signs of surcharging present.  Under the direction of the City of San Marcos additional personnel were called out to help run equipment needed to capture and clean up the spill site area.  A representative from the City of San Marcos said they would take responsible for making the notification to the of the spill incident to the appropriate agencies.",
5308,9SSO10676,Active,734665,(Private Lateral) 705 Center Drive,10.0,No,Yes,Yes,10.0,0.0,33.13305,-117.121856, Center,San Marcos,92069.0,The spill location was from a private manhole located in front of the business at 705 Center Drive.,Manhole,The spill appearance point was from a private manhole that flows into a grease separator in front of the business located at 705 Center Drive.,Other paved surface;Storm drain;Street/curb and gutter;Other (specify below),The final spill destination of the private lateral spill was along the curb and gutter along the front of the business and in the storm drain inlet located just outside the front door.,15-FEB-09 09.55.00.000000 AM,02/15/2009 09:55,02/15/2009 09:55,15-FEB-09 12.30.00.000000 PM,Other (specify below),The spill cause was believed to be from grease blocking the lateral.,,,Other (specify below),The failure occurred in the private lateral between the private grease separator and the connection point to Vallecitos Water District sewer main.,4, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),"When Vallecitos Water District personnel arrived on site, Vallecitos Water District's sewer main near the affected business was checked for signs of surcharging.  Once inspection was completed, Vallecitos Water District system was found in normal working order with no signs of surcharging present.  Under the direction of the City of San Marcos additional personnel were called out to help run equipment needed to capture and clean up the spill site area.  A representative from the City of San Marcos said they would take responsible for making the notification to the of the spill incident to the appropriate agencies.",
5309,9SSO10676,Active,737244,(Private lateral) 930 Armorlite Drive,1.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,0.0,0.0,33.1445,-117.1832,N/A Armorlite,San Marcos,92069.0,The spill location is a private business building on flat terrain flowing out from a private clean out.,Other (specify),The spill appearance point was from a private clean out on the lateral that flows into Vallecitos Water District sewer main in front of the business located at 930 Armorlite Drive,Street/curb and gutter;Unpaved surface,The final spill destination of the private lateral spill was along the curb and gutter in front of the business.,30-APR-09 12.50.00.000000 PM,04/30/2009 12:50,04/30/2009 12:50,30-APR-09 04.30.00.000000 PM,Root intrusion,The spill cause was believed to be from roots blocking the lateral from draining correctly.,,,Other (specify below),Vallecitos Water District is not responsible for any part of the customer lateral,4,Unknown, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),"When Vallecitos Water District personnel arrived on site, the sewer main near the affected business was checked for signs of surcharging.  Once the inspection was completed, the system was found to be in normal working order with no signs of surcharging present.  Under the direction from the City of San Marcos additional personnel were called out to help run equipment needed to capture and clean up the spill site.",
5310,9SSO10676,Active,744138,(Private Lateral) 1180 W. San Marcos Blvd,800.0,No,Yes,Yes,800.0,0.0,33.134403,-117.192447, San Marcos,San Marcos,92069.0,The spill location was from a private clean out in a parkinglot.,Other (specify),The spill appearance point was from a private clean out in a private parkinglot.,Other paved surface;Separate storm drain,Once the spill surfaced on the asphalt of the private parking lot it ran down the concrete apron to a private storm drain approximately 15 feet away.  The spill then flowed through approximately 1500 feet of private storm drain.  The final destination was approximately 300 feet downstream of the discharge point of the private storm drain system into the City of San Marcos storm drain culvet.,28-AUG-09 03.10.00.000000 PM,08/28/2009 15:10,08/28/2009 15:10,28-AUG-09 05.50.00.000000 PM,Other (specify below),The plumber was unable to give a clear definition of the spill cause.,,,Other (specify below),Vallecitos Water District is not responible for any part of the customers lateral.,6,PVC, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system,"When Vallecitos Water District personnel arrived on site, Vallecitos Water District¿s sewer main near the affected business was checked for signs of surcharging.  Once inspection was completed, the system was found in normal working order with no signs of surcharging present.  Under the direction from the City of San Marcos additional personnel were called out to help run equipment needed to capture and clean up the spill site area.  A representative from the City of San Marcos said they would take responsible for making the notification to the of the spill incident to the appropriate agencies.  During that time the owner of the property was contacted and advised that a plumber needed to be contacted to remedy the spilling lateral.  Until a plumber had cleared the blockage, Vallecitos Water District personnel staged a vacuum truck at the private storm drain inlet.  The truck collected the sewer as it ran down the concrete apron stopping it before entering the private storm drain.  An additional vactor was placed at the effluent of the private storm drain dumping into the City of San Marcos storm drain.  Once the plumber had cleared the blockage and the lateral was flowing normally, Vallecitos Water District Personnel cleaned up the effects from the spill in the parking lot, concrete apron, private storm drain, and 300 feet downstream of the effluent discharge from the private storm drain and vacuumed the remaining sewer overflow up.",
5311,9SSO10676,Active,745472,(Private Lateral) Lake San Marcos Country Club 13th Hole,3.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.122581,-117.196961, N/A,San Marcos,92069.0,The spill location was from a private clean out on the golf course near the 13th hole from a bathroom.,Other (specify),The spill appearance point was from a private clean out on the golf course near the 13th hole.,Unpaved surface;Other (specify below),The final destination was on the ground near the bathrooms from a private clean out near the 13th hole.  The spill was absorbed into the ground.,30-SEP-09 09.00.00.000000 AM,09/30/2009 09:00,09/30/2009 09:20,30-SEP-09 11.00.00.000000 AM,Other (specify below),The cause of the spill was undetermined.,,,Other (specify below),The exact location of the failure in the sewer lateral causing the back up is unknown., , , ,Other (specify below),Please see attachment for details of spill response activities.,
5312,9SSO10676,Active,747791,(Private Lateral) 139 Gosnell Way,1.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.145125,-117.163853, Gosnell,San Marcos,92069.0,The spill location was from a private clean out inside the school property.,Other sewer system structure,The spill appearance point was from a private clean out inside the school property.,Other paved surface,The final destination was puddled up around the clean out inside the school property.,01-DEC-09 02.50.00.000000 PM,12/01/2009 14:50,12/01/2009 15:10,01-DEC-09 03.10.00.000000 PM,Other (specify below),The cause of the spill was undetermined.,,,Other (specify below),The exact location of the failure in the sewer lateral causing the back up is unknown.,4, , ,Inspected sewer using CCTV to determine cause;Other (specify below),See attachment for details of spill response activities.,
5313,9SSO10676,Active,747792,(Private Lateral) 111 N. Twin Oaks Valley Road,575.0,No,No,Not Applicable - Spill did not reach storm drainpipe,450.0,0.0,33.139353,-117.163058, Twin Oaks Valley,San Marocs,92069.0,The spill location was from a private clean out near the front of the business.,Other sewer system structure,The spill appearance point was from a private cleanout in front of the business,Other paved surface;Storm drain,The final spill destination was in a private strom drain box located in the parkinglot near the spilling private clean out.,18-DEC-09 08.15.00.000000 PM,12/18/2009 20:15,12/18/2009 20:15,18-DEC-09 10.10.00.000000 PM,Grease deposition (FOG), ,,,Other (specify below),Customer laterial VWD is not responsible for the upper or lower lateral., , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),See attachment for spill response activities.,
5314,9SSO10676,Active,749124,(Private Lateral) located at 317-327 La Mirada,526.0,No,Yes,Yes,526.0,0.0,33.142439,-117.200961, La Mirada,San Marcos,92069.0,The spill location was from a private clean out located in a private parking lot.,Other (specify),The spill appearance point was from a private clean out in a private parking lot.,Other paved surface;Storm drain;Street/curb and gutter;Surface water;Unpaved surface;Other (specify below),The final spill destination was along the city curb line which then drained into a storm drain box which was  captured about 3/4 of a mile downstream and returned to the sanitary sewer system.,14-JAN-10 10.35.00.000000 AM,01/14/2010 10:35,01/14/2010 10:35,14-JAN-10 02.58.00.000000 PM,Other (specify below),The plumber was unable to determine what the spill cause was.,,,Other (specify below),Somewhere in the lateral between the clean out and the connection point to Vallecitos Water District sewer main., , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),Please see the attched document for spill response activities.,
5315,9SSO10676,Active,749951,(Private lateral) located at 2059 Meadowlark Ranch Circle,1.0,No,No,Not Applicable - Spill did not reach storm drainpipe,1.0,0.0,33.111319,-117.226811,2059 Meadowlark Ranch,San Marcos,92069.0,The spill location was from a private lateral near an asphalt road near a dirt lot.,Other (specify),The spill appearance point was from a private clean out.,Unpaved surface;Other (specify below),The final spill destination was on the dirt lot near the private clean out.,12-FEB-10 04.45.00.000000 PM,02/12/2010 16:45,02/12/2010 16:45,12-FEB-10 04.50.00.000000 PM,Other (specify below),The private lateral spill cause is unknown.,,, , ,4, , ,Cleaned-up (mitigated effects of spill);Returned all or portion of spill to sanitary sewer system;Other (specify below),See attached document for spill response activities.,
5316,9SSO10676,Active,750004,(Private Lateral) located at 2145 N. Twin Oaks Valley Road,1.0,No,No,Not Applicable - Spill did not reach storm drainpipe,0.0,0.0,33.182342,-117.155867,2145 Twin Oaks Valley,San Marcos,92069.0,The spill location was from a private manhole located in the front yard under some bushes,Manhole;Other (specify),The spill appearance point was from a private manhole located in the front yard.,Unpaved surface;Other (specify below),The final destination was located in the front yard on private property located at 2145 N. Twin Oaks Valley Road.,15-FEB-10 12.30.00.000000 PM,02/15/2010 12:30,02/15/2010 12:30,15-FEB-10 12.30.00.000000 PM,Other (specify below),The spill cause is unknown.  The customer did not disclose the information with Vallecitos Water District.,,,Other (specify below),Uknown,4, , ,Other (specify below),Please see attachment for spill response activities.,
5317,9SSO10676,Active,751780,111 N. Twin Oaks Valley Road (Private Lateral spill),253.0,No,Yes,No,244.0,0.0,33.139325,-117.163044, Twin Oaks Valley,San Marcos,92069.0,The spill location was from a private clean out located in a private parking lot.,Other (specify),The spill appearance point was from a private clean out.,Other paved surface;Storm drain,The final nine (9) gallons not captured ended up in the strom drain.  The remaining two hundred forty four (244) was captured at the curb line and returned to the sanitary sewer system.,31-MAR-10 12.25.00.000000 PM,03/31/2010 12:25,03/31/2010 12:25,31-MAR-10 02.23.00.000000 PM,Grease deposition (FOG),The spill was caused from a grease blockage between the lateral and connection point to the sanitary sewer main.,,, ,Unknown, , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),See attached document for spill response activities.,
5318,9SSO10676,Active,755038,(Private Lateral) at 986 La Moree,5.0,No,No,Not Applicable - Spill did not reach storm drainpipe,5.0,0.0,33.1295,-117.14075,986 La Moree,San Marcos,92069.0,The spill location description was on a gentle sloping asphalt driveway.,Other sewer system structure,The spill appearance point was from a private clean out.,Other paved surface;Other (specify below),The final spill destination was to the lower end of the driveway blocked by sandbags.,30-JUN-10 01.35.00.000000 PM,06/30/2010 13:35,06/30/2010 13:35,30-JUN-10 01.45.00.000000 PM,Other (specify below),Vallecitos Water District was not informed of the cause of the spill.,,, ,,4, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),Please refer to attachment for spill response activities.,
5319,9SSO10676,Active,757873,261 South Bent Avenue (Private lateral),15.0,No,No,Not Applicable - Spill did not reach storm drainpipe,10.0,0.0,33.134003,-117.181156, Bent,San Marcos,92069.0,The spill location was from a private clean out belonging to 261 Bent Ave.,Other (specify),The spill appearance point was from a private clean out from a private lateral.,Unpaved surface;Other (specify below),The final spill destination was to an undeveloped area near the roadside.,09-OCT-10 03.15.00.000000 PM,10/09/2010 15:15,10/09/2010 15:15,09-OCT-10 04.15.00.000000 PM,Other (specify below),The spill cause was undetermined.,,,Other (specify below),The failure occurred halfway between the last private clean out and the Vallecitos Water District sewer manhole.,4,PVC, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Restored flow;Returned all or portion of spill to sanitary sewer system,Refer to the attached description of spill response activities for actions regarding the spill activities.,
5320,9SSO10676,Active,758834,(Private Lateral)1773 Victoria Way,6.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,6.0,0.0,33.170983,-117.152964,1773 Victoria,San Marcos,92069.0,The spill location was from a private clean out on flat ground next to a concrete driveway.,Other (specify),The spill appearance point was from a private clean out on private property,Other paved surface;Street/curb and gutter;Other (specify below),The final destination was along the curbline  and in the concrete driveway approach.,28-OCT-10 02.10.00.000000 PM,10/28/2010 14:10,10/28/2010 13:55,28-OCT-10 02.16.00.000000 PM,Root intrusion,The spill was caused by root intrusion on the customer side of the lateral before connection to the sanitary sewer system.,,,Other (specify below),The failure accured somewhere between the property line and the connection point to the sewer main out in the street.,4,pvc, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),Please refer to the response activities attatchment for actions taken.,
5321,9SSO10676,Active,763424,120 Knoll Road (Private Lateral),172.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,172.0,0.0,33.138508,-117.174956, Knoll,San Marcos,92069.0,The spill location was behind a trash enclosure next to a small bank covered with miscellaneous ground cover plants.,Other sewer system structure;Other (specify),The spill appearance point was from a private clean out located on private property.,Other paved surface;Street/curb and gutter;Unpaved surface;Other (specify below),The final spill destination point was to the curb and gutter collecting in a dirt area at the end of the curb and gutter.,15-FEB-11 09.18.00.000000 AM,02/15/2011 09:18,02/15/2011 09:18,15-FEB-11 11.17.00.000000 AM,Other (specify below),The spill cause was not disclosed by the plumber.,,,Other (specify below),Vallecitos Water District is not responible for any part of the customers lateral.,4,pvc, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),Please refer to spill response activities attechment once completed for details.,
5322,9SSO10676,Active,766968,"634 Mission Road, Maac Project Headstart (Private Lateral)",15.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,15.0,0.0,33.145461,-117.173731,634 Mission,San Marcos,92069.0,The spill location is an asphalt road with a slight incline near a concret curb line.,Other sewer system structure,The spill appearance point was from a private clean out in the bike lane portion of the asphalt road near the concrete curb line.,Other paved surface;Other (specify below),The final spill destination was to the asphalt road directly surrounding the cleanout which was fully captured by a combination truck vacuum tube placed directly over the opened private clean out.,19-APR-11 01.12.00.000000 PM,04/19/2011 13:12,04/19/2011 13:12,19-APR-11 01.15.00.000000 PM,Other (specify below),The spill was caused from the capped riser becoming dislodged allowing sewer to spill from the private clean out.,,,Other (specify below),Vallecitos Water District is not responsible for any portion of the lateral.,4,clay, ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),For spill response activities please refer to the attached spill response activities page.,
5323,9SSO10676,Active,767755,"634 Mission Road, Maac Project Headstart (Private Lateral)",30.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,30.0,0.0,33.145461,-117.173731, Mission,San Marcos,92069.0,The spill location is an asphalt road with a slight incline near a concrete curb line.,Other (specify),The spill appearance point was from a private clean out in the bike lane portion of the asphalt road near the concrete curb line.,Street/curb and gutter;Other (specify below),The final spill destination was to the asphalt road directly surrounding the clean out and to the concrete curb line which was fully captured by a combination truck vacuum tube placed directly over the clean out.,16-MAY-11 12.00.00.000000 PM,05/16/2011 12:00,05/16/2011 12:00,16-MAY-11 12.45.00.000000 PM,Other (specify below),The spill was caused from the capped riser becoming dislodged alowing sewer to spill from the private clean out.,,,Other (specify below),Vallecitos is not responsible for any portion of the lateral.,4, , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),For spill response activities please refer to the attached spill response activities page.,
5324,9SSO10676,Active,769288,727 San Marcos Blvd (Private Lateral),588.0,No,Yes,No,375.0,0.0,33.13614,-117.179661, San Marcos,San Marcos,92069.0,The spill location was in a mostly flat asphalt parking lot.,Other sewer system structure;Other (specify),The spill appearance was from a private clean out in a privately owned parking lot.,Other paved surface;Other (specify below),The final spill destination was to a privately owned storm drain/catch basin where the overflow was  contained after a certain amount of time.,21-JUL-11 02.49.00.000000 PM,07/21/2011 14:49,07/21/2011 14:49,21-JUL-11 06.04.00.000000 PM,Other (specify below),The plumber did not disclose what was believed to be the cause of the blockage.,,,Other (specify below),Vallecitos Water District is not responsible for any portion of the lateral., , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Returned all or portion of spill to sanitary sewer system;Other (specify below),"For detailed explaination of spill response activities, please refer to the attached document.",
5325,9SSO10676,Active,770977,252 Roma Drive (Private Lateral),37.0,No,No,Not Applicable - Spill did not reach a separate storm drainpipe,37.0,0.0,33.145797,-117.166556,252 Roma,San Marcos,92069.0,The spill location is an asphalt driveway on a hill.,Other sewer system structure,The spill appearance point was from a clean out on a private lateral.,Street/curb and gutter;Other (specify below),The final spill destination was to the concrete curb line which was blocked by a dirt berm and later collected by a combination truck to be returned to the sanitary sewer system upon completion of mitigation efforts.,17-AUG-11 10.41.00.000000 AM,08/17/2011 10:41,08/17/2011 10:41,17-AUG-11 03.00.00.000000 PM,Root intrusion,The blockage was due to root intrusion into the private lateral prior to connection to Vallecitos Water District sewer line.,,,Other (specify below),Vallecitos Water District is not responsible for any portion of the lateral., , , ,Cleaned-up (mitigated effects of spill);Contained all or portion of spill;Inspected sewer using CCTV to determine cause;Returned all or portion of spill to sanitary sewer system;Other (specify below),For explanation of spill response activities refer to  spill response activities  document attached. *** The lateral overflow was intermittent lasting from 10:41 am to 11:55 am = 74 minutes.  After 11:55 am residents stopped using water causing the lateral to stop overflowing.  The actual blockage clearance time was 3:00 pm at which time normal operation of the lateral was restored and the residents could use water without it overflowing.,
