Wdid	Status	Last Updated On	CS Type	SSOq Population Served	SSOq Annual O M Budget	SSOq Annual Cap Exp Budget	SSOq Entry Individuals	SSOq Journey Individuals	SSOq Super Individuals	SSOq Manage Individuals	SSOq Grade I Maint	SSOq Grade I Plant	SSOq Grade II Maint	SSOq Grade II Ei	SSOq Grade II Mechanical	SSOq Grade III Maint	SSOq Grade III Ei	SSOq Grade III Mechanical	SSOq Grade IV Maint	SSOq Grade IV Ei	SSOq Grade IV Mechanical	SSOQ_CSU_I	SSOQ_CSU_II	SSOQ_PIPE_6_GRAVITY	SSOQ_PIPE_6_FORCE	SSOQ_PIPE_8_GRAVITY	SSOQ_PIPE_8_FORCE	SSOQ_PIPE_9_18_GRAVITY	SSOQ_PIPE_9_18_FORCE	SSOQ_PIPE_19_36_GRAVITY	SSOQ_PIPE_19_36_FORCE	SSOQ_PIPE_36_GRAVITY	SSOQ_PIPE_36_FORCE	SSOQ_PIPE_UNKNOWN_GRAVITY	SSOQ_PIPE_UNKNOWN_FORCE	SSOQ_PIPE_TOTAL_GRAVITY	SSOQ_PIPE_TOTAL_FORCE	SSOQ_MILES_OF_FORCE_MAIN	SSOQ_MILES_OF_GRAVITY_SEWER	SSOQ_MILES_OF_LATERALS	SSOQ_PORTION_OF_LTERL_RESPSBLE	SSOQ_MILES_OF_LTERL_RESPSBLE	SSOQ_NO_SERVICE_LATERAL	SSOQ_UNKNOWN_GRAVITY	SSOQ_UNKNOWN_OVER	SSOQ_UNKNOWN_UNDER	SSOQ_CONSTRUCTED_BEFORE_1900	SSOQ_BEFORE_1900_OVER	SSOQ_BEFORE_1900_UNDER	SSOQ_CONSTRUCTED_1900_1919	SSOQ_1900_1919_OVER	SSOQ_1900_1919_UNDER	SSOQ_CONSTRUCTED_1920_1939	SSOQ_1920_1939_OVER	SSOQ_1920_1939_UNDER	SSOQ_CONSTRUCTED_1940_1959	SSOQ_1940_1959_OVER	SSOQ_1940_1959_UNDER	SSOQ_CONSTRUCTED_1960_1979	SSOQ_1960_1979_OVER	SSOQ_1960_1979_UNDER	SSOQ_CONSTRUCTED_1980_1999	SSOQ_1980_1999_OVER	SSOQ_1980_1999_UNDER	SSOQ_CONSTRUCTED_2000_CURRENT	SSOQ_AFTER_2000_OVER	SSOQ_AFTER_2000_UNDER	SSOQ_TOTAL_GRAVITY	SSOQ_TOTAL_OVER	SSOQ_TOTAL_UNDER	SSOQ_INACCESSIBLE_SEWER_MILES	SSOQ_SEWER_CLEAN_PRODUCTION	SSOQ_GRAVITY_SEWER_INSPECTION	SSOQ_SSF_AVERAGE_DRY	SSOQ_SSF_PEAK_WET	SSOQ_TO_TYPE_1	SSOQ_TO_NAME_1	SSOQ_TO_WDID_1	SSOQ_26_COUNT	SSOQ_TRIBUTARY_SSS	SSOQ_TRIBUTARY_1	SSOQ_TRIBUTARY_NAME_1	SSOQ_TRIBUTARY_WDID_1	SSOQ_27B_COUNT	SSOQ_GRAVITY_AERIAL_CROSS	SSOQ_FORCE_AERIAL_CROSS	SSOQ_SIPHONS_CONVEY_SEWAGE	
7SSO11186	Active	03/24/2016	Prison	4,300	120,000	80,000	0	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	30	0	20	100	0	0	0	0	0	0	100	100	1	4	1	upperLower	1	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	3.4	1.5	555,565	866,000	WWTP other agency	City of Calipatria	N/A	4	No	 	 	 	5	0	0	0	
7SSO11187	Active	04/05/2016	Prison	3,621	50,000	50,000	0	13	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	42	0	50	0	0	0	0	0	0	0	100	0	0	2.5	1	upperLower	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	10	1	0	100	1	0	0	0.2	0.1	.461	.869	WWTP same agency	Centinela State Prison	NA	4	No	 	 	 	5	0	0	0	
7SSO11189	Active	06/10/2016	Prison	2,500	267,116	121,429	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	85	0	10	100	0	0	0	0	0	0	100	100	1	2.3	2	upperLower	2	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	0	0	0	100	100	100	0	3	0	0.40	0.52	WWTP same agency	Chuckawalla Valley State Prison	7A330809001	4	No	 	 	 	5	0	0	0	
7SSO11194	Active	04/18/2016	Prison	3,900	50,000	0	0	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	30	0	050	100	10	0	0	0	0	0	100	100	1	3.0	0.6	upperLower	0.6	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	100	0	0	0	0.2	0	0.5	0.5	WWTP same agency	CVSP/ISP	7A33008090001	4	No	 	 	 	5	0	0	0	
7SSO11440	Active	03/13/2017	Municipal (Public)	6,000	1,412,125	58,400	0	14	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	50	98	0	1	50	1	0	0	0	0	0	100	100	0.5	23	18	lower	9	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	90	0	0	100	0	0	0	23	0	0	0	WWTP other agency	CVWD	na	4	No	 	 	 	5	0	0	0	
7SSO11476	Active	09/10/2008	Military	50,000	10,000	20,000	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	35	4	upperLower	4	1000	 	 	 	0	 	 	0	 	 	20	 	 	20	 	 	16	 	 	40	 	 	4	 	 	 	 	 	0	2	0	 	 	 	 	 	4	 	 	 	 	5	 	 	 	
7SSO11498	Historical																																																																														0					0				
7SSO11515	Active	05/15/2015	Municipal (Public)	2,124	20,000	20,000	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	55	100	27	0	0	0	0	0	0	0	100	100	0.1	4.5	2.0	upperLower	2.0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	20	0	0	7	0	0	100	0	0	0	1	0	0.136	0.190	WWTP same agency	SEELEY CWD WWTP	7SSO11515	4	No	 	 	 	5	0	0	0	
7SSO18102	Active	05/27/2016	Municipal (Public)	0	47,210	0	6	26	2	1	5	1	8	0	0	3	0	1	2	0	0	5	8	0	0	0	0	0	0	0	0	0	0	100	100	100	100	0	3.1	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	80	0	0	8	0	0	2	0	0	100	0	0	0	0	0	0	0	WWTP same agency	Lagoon	7SSO18102	4	No	 	 	 	5	0	0	0	
8SSO10290	Historical																																																																														0					0				
8SSO10539	Active	12/19/2016	School	28,000	NA	NA	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	37	0	7	0	0	0	0	0	0	0	100	0	0	15	NA	none	0	NA	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	28	0	0	19	0	0	36	0	0	100	0	0	1	2.4	0.5	1	0	SSS other agency	City of Riverside Regional Water Quality Control P	8SSO10560	4	Yes	No	City of Riverside Regional Water Quality Control P	8SSO10560	5	0	0	0	
8SSO10542	Active	02/13/2017	Municipal (Public)	348,000	9,550,383	10,000,000	2	9	1	3	5	0	1	0	0	1	0	0	1	0	0	0	0	25	0	25	0	25	0	25	0	0	0	0	0	100	0	0	568	890	none	0	94000	0	0	0	0	0	0	1	0	0	3	0	0	30	0	0	40	0	0	22	0	0	4	0	0	100	0	0	0	280	50	35	35	SSS other agency	Orange County Sanitation District	0	4	Yes	No	City of Fullerton	0	5	0	0	140	
8SSO10543	Active	04/14/2016	Municipal (Public)	35,000	3,110,000	3,000,000	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	79	34	18	65	2	0	0	0	0	0	100	100	20	143	32	none	0	11179	0	0	0	0	0	0	5	0	0	5	0	0	6	0	0	5	0	0	11	0	0	68	0	0	100	0	0	5	33.4	0	3	5	WWTP same agency	Beaumont, CA	8sso10543	4	No	 	 	 	5	17	11	0	
8SSO10544	Active	03/04/2016	Municipal (Public)	5,779	2,012,134	660,000	1	2	3	2	2	0	3	0	0	3	0	0	0	0	0	8	8	0	100	90	0	10	0	0	0	0	0	0	0	100	100	0.9	115	177	lower	44.3	11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	100	15	0	0	5	0	0	100	0	100	1	40	20	.8	1.5	WWTP other agency	Big Bear Area Regional Wastewater Agency	NA	4	No	 	 	 	5	0	0	0	
8SSO10545	Active	05/11/2016	Municipal (Public)	41,394	974,247	2,126,700	0	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	86	0	8	0	1	0	0	0	0	0	100	0	0.04	110	143	none	0	10790	0	0	0	0	0	0	0	0	0	5	0	0	10	0	0	55	0	1	20	0	0	10	0	1	100	0	2	1	109	31.8	0	0	SSS same agency	City of Brea	8SSO10545	4	No	 	 	 	5	4	0	0	
8SSO10546	Active	07/11/2016	Municipal (Public)	82,767	923,410	1,500,000	1	1	2	2	0	0	1	0	0	0	0	0	2	0	0	0	0	15	0	65	0	15	0	5	0	0	0	0	0	100	0	0	168	160	none	0	18921	0	0	0	0	0	0	0	0	0	15	0	0	55	0	0	15	0	0	10	0	0	5	0	0	100	0	0	10	84	34	1	1	WWTP other agency	Orange County Sanitation	Unknown	4	Yes	No	City of Anaheim	NA	5	0	0	8	
8SSO10547	Active	06/22/2016	School	18,000	9,000	9,000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	100	0	0	3	1	upperLower	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	45	0	0	30	0	0	100	0	0	0	0	0.5	.083	.077	SSS other agency	San Bernardino Municipal Water	Unknown	4	No	 	N/A	N/A	5	0	0	0	
8SSO10548	Active	03/17/2017	School	38,000	10,000	0	0	7	1	2	0	0	0	0	0	0	0	0	00	0	0	0	0	70	0	30	0	0	0	0	0	0	0	0	0	100	0	0.1	1.5	3	upperLower	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	20	0	0	10	0	0	100	0	0	0	2	0.5	.5	0	SSS other agency	na	na	4	No	 	 	 	5	0	0	0	
8SSO10549	Active	09/22/2016	Municipal (Public)	5,094	5,136,000	350,000	0	5.5	1.9	1.6	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	90	0	0	0	0	10	10	100	100	5.5	250	68	lower	17.4	9281	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	40	0	2	40	0	2	10	0	4	100	0	10	15	20	20	400	600	WWTP other agency	Big Bear Area Regional Wastewater Agency	7A360100011	4	No	 	 	 	5	5	5	0	
8SSO10551	Active	05/26/2016	Municipal (Public)	78,866	6,886,800	1,702,000	0	7	1	1	1	0	6	0	0	1	0	0	0	0	0	2	1	0	0	70	25	12	75	6	0	0	0	12	0	100	100	3.3	200	188	none	0	19624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	75	20	0	5	80	100	100	100	100	0	68	0	4.9	4.9	WWTP other agency	Inland Empire Utilities Agency	8332818001	4	No	 	 	 	5	4	3	7	
8SSO10552	Active	03/29/2017	Municipal (Public)	49,000	320,386	1,300,000	2	2	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	97	100	1	0	1	0	0	0	0	0	100	100	0.1	102	0	none	0	12000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	65	0	1	19	0	0	5	0	0	100	0	1	2	75	0.1	Not Availa	Not Availa	WWTP other agency	Orange County Sanitation District	N/A	4	Yes	Yes	City Of Cypress	8SSO10552	5	0	0	9	
8SSO10554	Active	09/14/2016	Municipal (Public)	23,751	3,751,900	30,900	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	23	0	1	0	0	0	0	0	100	0	0.1	67.4	28	none	0	5281	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0	42	0	0	26	0	1	14	0	0	100	0	1	0.7	40	3.5	3.16	3.53	WWTP other agency	City of San Bernardino	8360114002	4	No	 	 	 	5	0	0	0	
8SSO10556	Active	07/11/2016	Municipal (Public)	25,890	4,969,886	2,257,169	8	6	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	88	0	9	0	3	0	0	0	0	0	100	100	7	90	42	none	0	7475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	65	10	0	25	0	0	100	12	0	0.5	11	11	1.9	1.9	WWTP other agency	Western Riverside County Regional Wastewater Autho	WRCRWA	4	No	 	 	 	5	1	0	2	
8SSO10557	Active	08/04/2016	Municipal (Public)	9,000	110,000	100,000	5	5	1	1	3	0	0	0	0	1	0	0	0	0	0	2	0	40	0	50	0	10	0	0	0	0	0	0	0	100	0	0	35	10	none	3	2350	0	0	0	0	0	0	0	0	0	5	0	0	25	0	0	20	0	2	25	0	0	25	0	0	100	0	2	0	15	35	0.75	1.0	WWTP other agency	EMWD	NA	4	No	 	 	 	5	0	0	0	
8SSO10558	Active	05/05/2016	Municipal (Public)	90,000	2,000,000	525,000	0	4	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	3	16	77	0	16	84	4	0	0	0	0	0	100	100	3.5	236.6	157	lower	76	14291	0	0	0	0	0	0	1	0	0	4	0	0	14	0	0	35	0	0	32	1	1	14	0	0	100	1	1	0	99.4	44.7	6.0	6.1	WWTP same agency	City fo Redlands	8 36I005758	4	No	 	 	 	5	0	0	0	
8SSO10560	Active	01/19/2017	Municipal (Public)	324,696	5,634,948	12,295,000	0	31	8	2	8	7	3	0	1	4	0	4	3	0	1	0	0	6	32	76	0	12	15	4	53	1	0	1	0	100	100	11	780	413	lower	356	76595	0	0	0	10	0	0	0	0	0	0	0	0	50	0	0	20	1	2	0	1	6	20	1	7	100	3	15	11	645.5	32	25.85	46.98	WWTP same agency	Riverside City WWRF	8330117003	4	Yes	No	Jurupa CSD	8SSO10582	5	220	0	21	
8SSO10561	Active	01/04/2017	Municipal (Public)	207,500	3,273,567	995,000	1	11	2	1	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	72	100	15	0	9	0	1	0	2	0	100	100	1	510	4,320,000	none	0	0	0	0	0	1	0	0	2	0	0	5	0	0	30	0	0	24	6	0	30	5	1	8	0	0	100	11	1	1	347	51	22	33	WWTP same agency	City Of San Bernardino	8SSO10561	4	Yes	No	East Valley Water	8SSO10569	5	4	0	20	
8SSO10562	Active	10/05/2016	Municipal (Public)	45,000	879,375	160,000	2	3	1	1	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	100	100	1	125	0	none	0	11092	0	0	0	10	0	0	10	0	0	10	0	0	10	0	0	20	0	0	20	0	0	20	0	0	100	0	0	0	72.7	13	0	0	WWTP other agency	EMWD	0	4	No	 	 	 	5	0	0	0	
8SSO10564	Active	07/28/2016	Municipal (Public)	75,790	1,210,700	9,835,200	5	0	1	1	2	0	1	0	0	0	0	0	0	0	0	2	2	0	0	70	0	18	0	12	0	0	0	0	0	100	0	0	228	163.	none	0	17314	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	37	0	0	34	0	0	11	0	0	100	0	0	4.	163	13	0.2	0.25	WWTP other agency	IEUA	8 362918001	4	No	 	 	 	5	0	0	0	
8SSO10565	Active	12/13/2016	Municipal (Public)	164,226	2,751,935	10,110,029	7	20	2	1	3	1	2	0	0	2	0	0	0	0	0	1	0	2	76	83	13	13	11	2	0	0	0	0	0	100	100	13	423	230	lower	115	38706	25	0	0	0	0	0	0	0	0	0	0	0	7	0	0	16	1	0	49	3	4	3	3	1	100	7	5	2.3	166	5	14.425	16.430	WWTP same agency	Water Reclamation Facility No. 1	8SSO10565	4	Yes	No	City of Norco	8SSO10556	5	19	6	5	
8SSO10566	Active	02/23/2016	Municipal (Public)	116,700	3,500,000	1,787,000	1	5	1	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	24	85	30	14	46	1	0	0	0	0	0	100	100	4.8	224	108.8	none	0	24870	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	46	4	0	3	16	0	2	1	0	100	21	0	2.8	224	3	10.3	16.1	SSS same agency	OCSD	8SSO10591	4	Yes	Yes	City of Newport Beach	8SSO10590	5	0	0	7	
8SSO10568	Active	04/05/2016	Municipal (Public)	35,000	170,000	00	0	5	1	1	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	80	10	10	90	10	0	0	0	0	0	100	100	5.4	7.4	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	3	0	1	6	100	2	9	3	3	0	2.8	2.8	WWTP same agency	WRCRWA	0	4	No	 	 	 	5	5	1	8	
8SSO10569	Active	10/12/2016	Municipal (Public)	104,000	623,000	1,345,000	0	4	2	2	5	0	1	0	0	0	0	0	1	0	0	0	0	15	0	69	0	13	0	3	0	0	0	0	0	100	0	0	227	153	none	0	20414	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	33	0	0	29	0	0	7	0	0	100	0	0	0	219	62.4	6.5	17.3	SSS same agency	San Bernardino Water Reclamation Plant	N/A	4	No	 	 	 	5	2	0	7	
8SSO10570	Active	02/12/2016	Municipal (Public)	50,180	7,600,000	3,200,000	0	12	7	4	1	0	1	0	0	0	2	1	2	1	0	2	2	13	6	70	22	13	72	4	0	0	0	0	0	100	100	6	118	36	lower	36	9500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	6	3	40	0	0	5	1	0	100	7	3	4	103	16.5	3.685	8.387	SSS same agency	EL TORO WATER DISTRICT	8SSO10570	4	No	No	 	 	5	12	2	8	
8SSO10572	Active	05/09/2016	Municipal (Public)	57,000	566000	1,300,000	0	4	1	4	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	85	0	10	0	5	0	0	0	0	0	100	0	0	133	312	none	0	16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	1	0	5	0	0	0	0	0	100	1	0	1	133	16	6	7	WWTP other agency	OCSD	8SS010640	4	No	 	 	 	5	7	0	11	
8SSO10573	Active	02/15/2017	Municipal (Public)	138,610	2,347,330	4,246,930	2	11	2	1	4	1	1	0	0	2	0	0	1	0	0	2	1	6.1	0	79	0	13.9	0	2	0	0	0	0	0	100	0	0.2	324	520	none	0	55000	0	0	0	0	0	0	0	0	0	5	0	0	35	0	0	38	0	0	8	0	0	14	0	1	100	0	1	5.2	276	52.3	19.1	45.7	WWTP other agency	Orange County Sanitation District	sso10640	4	Yes	No	Brea City	sso10545	5	28	0	33	
8SSO10574	Active	11/30/2016	Municipal (Public)	177,303	7,183,900	5,000,000	0	10	3	1	5	0	4	0	0	2	0	0	1	0	0	12	12	2	10	80	90	14	0	4	0	0	0	0	0	100	100	2.5	317.5	492	none	0	37100	0	0	0	0	0	0	0	0	0	5	0	0	67	0	0	20	0	0	2	0	0	6	100	0	100	100	0	0.9	281	9	22	30.8	WWTP other agency	OCSD	n/a	4	No	 	 	 	5	0	0	60	
8SSO10575	Active	04/26/2016	Municipal (Public)	12,100	342,225	100,000	4	2	1	2	2	0	2	0	1	1	0	0	0	0	0	0	0	1	0	92	0	6	0	1	0	0	0	0	0	100	0	0	33	32.7	lower	16	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	6	0	0	0	0	0	100	0	0	0	15.3	0	1.2	1.6	SSS other agency	City of Colton	8SSO10636	4	No	 	 	 	5	0	0	0	
8SSO10577	Active	04/12/2016	Municipal (Public)	8,000	365,000	100,000	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	23	0	0	0	0	0	0	0	100	0	0	15.8	13.7	none	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	8	0	0	2	0	0	100	0	0	0	15.8	15.8	0.613	1.10	WWTP same agency	WRCRWA	8332353001	4	No	 	 	 	5	0	0	1	
8SSO10578	Active	01/18/2017	Municipal (Public)	201,000	7,600,000	1,520,000	1	13	4	1	5	1	5	0	1	0	0	0	2	0	0	2	2	1	90	84	10	14	0	1	0	0	0	0	0	100	100	2.3	360	630	lower	300	52000	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	67	7	10	24	1	0	3	2	7	100	10	17	0	200	58	14.5	18.0	SSS other agency	Orange County Sanitation District	8SS010640	4	Yes	No	City of Seal Beach	8SS010604	5	31	8	37	
8SSO10579	Active	11/05/2015	Municipal (Public)	1,200	385,000	475,000	2	9	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	25	0	0	0	0	0	0	0	100	0	0	11.3	0	none	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	100	0	0	1.1	1.1	0.02	.135	.185	WWTP same agency	Idyllwild water District Effluent Disposal Ponds	NA	4	No	 	 	 	5	0	6	3	
8SSO10580	Active	09/27/2016	Municipal (Public)	870,000	928,707	1,191,111	8	66	10	7	1	1	3	2	0	0	0	0	2	0	0	0	0	4	1	5	14	14	13	54	72	23	0	0	0	100	100	6.7	90.4	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	23	60	0	51	0	0	22	40	0	100	100	0	0	12	25	48.1	56.1	WWTP same agency	Inland Empire Utilities Agency	8332818001	4	No	 	 	 	5	15	1	26	
8SSO10582	Active	12/15/2016	Municipal (Public)	124,128	2,666,938	16,075,000	3	5	3	2	1	0	3	0	2	4	0	0	4	0	0	0	0	4	7	74	7	17	49	4	37	1	0	0	0	100	100	9.3	370	0	none	0	30607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	1	4	18	2	3	49	1	2	100	4	9	3.5	126.2	29.3	7.21	8.2	WWTP other agency	City of Riverside POTW	0	4	No	 	 	 	5	1	1	8	
8SSO10583	Active	02/01/2017	Municipal (Public)	63,118	1,456,562	1,147,000	0	2	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	87	0	10	0	1	0	0	0	0	0	100	0	0	125	0	none	0	13505	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	40	0	0	3	0	0	1	0	0	100	0	0	5	63	4	9	0	SSS other agency	Orange County Sanitation Dist.	NA	4	No	 	 	 	5	0	0	23	
8SSO10584	Active	03/08/2016	Municipal (Public)	15,568	447,025	525,000	4	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	83	0	16	0	0	0	0	0	0	0	100	0	0	28.3	40.7	none	0	4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	19	0	0	1	0	0	100	0	0	0	28.3	5.1	1,950	2,431	SSS other agency	OCSD	8SSO10640	4	No	 	 	 	5	0	0	0	
8SSO10585	Active	03/06/2017	Municipal (Public)	50001	201,000	0	0	5	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	20	0	75	0	5	0	0	0	0	0	0	0	100	0	0.5	119	136	lower	68	12041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	22	0	0	8	0	0	100	0	0	1	33	2.8	2	3	SSS other agency	Eastern Municipal Water District	n/a	4	No	 	 	 	5	0	0	0	
8SSO10587	Active	04/05/2017	Municipal (Public)	280,507	3,705,400	4,346,600	0	14	2	1	2	0	6	0	0	4	0	0	2	0	0	5	2	7	9	74	3	14	86	4	2	1	0	0	0	100	100	8	774	87	none	0	18059	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	20	0	0	38	2	0	40	3	1	100	5	1	7	315.5	70	19.17	22.6	WWTP same agency	Michelson WRP	8 302006002	4	Yes	No	UC Irvine	8SSO10630	5	459	12	11	
8SSO10588	Active	02/01/2017	Municipal (Public)	103,000	1,595,400	913,000	0	5	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0.5	93.7	26.5	7.3	74	0	0	0	0	0	0	100	100	2	169	260	none	0	34435	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	45	0	0	4	0	0	1	4	0	100	4	0	1	125	0	5	6	WWTP other agency	Orange County Sanitation District	n/a	4	Yes	No	Garden Grove	n/a	5	4	1	31	
8SSO10590	Active	03/16/2017	Municipal (Public)	100,000	3,502,620	500,000	1	8	1	1	4	0	4	0	0	2	0	0	0	0	0	0	0	10	100	88	0	2	0	0	0	0	0	0	0	100	100	5	197	121	lower	121	25525	0	0	0	0	0	0	0	0	0	3	0	0	20	0	0	56	0	2	12	2	6	9	4	7	100	6	15	10	220	40	8	12.2	WWTP other agency	Orange County Sanatation District	8SSO10640	4	No	 	 	 	5	3	5	3	
8SSO10591	Active	01/03/2017	Municipal (Public)	140,094	1,783,949	400,000	3	10	4	2	19	0	1	0	0	2	0	0	1	0	0	0	0	9	100	76	0	13	0	2	0	0	0	0	0	100	100	0.1	313	615	none	0	33486	0	0	0	0	0	0	3	0	0	5	0	0	16	0	0	51	0	0	20	0	0	5	0	0	100	0	0	0	85	10	15.1	16.8	WWTP other agency	Orange County Sanitary District	8SS010640	4	Yes	No	Villa Park Collection System	8SS010635	5	0	1	5	
8SSO10592	Active	04/05/2017	Hospital	4,500	50,000	50,000	2	5	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	50	0	25	0	25	0	0	0	0	0	0	0	100	0	0	4.5	3.0	upperLower	3.0	108	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	3	4	.180	.182	SSS same agency	East Valley Water District	8SSO10592	4	No	 	 	 	5	0	0	0	
8SSO10593	Active	02/15/2017	Municipal (Public)	44,400	375,000	410,000	3	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	90	0	5	0	0	0	0	0	0	0	100	0	0	76	214	none	0	14000	0	0	0	0	0	0	0	0	0	3	0	0	10	0	0	65	0	0	20	0	0	2	0	0	100	0	0	0	65	39	100	100	SSS same agency	City of Placentia	8SSO10593	4	No	No	 	 	5	7	0	9	
8SSO10594	Active	12/22/2016	Municipal (Public)	101,740	300,000	0	0	4	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	80	0	14	0	5	0	1	0	0	0	100	0	4	280	150	none	0	19750	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	25	0	0	50	0	25	5	0	75	100	0	100	2	160	30	6.75	11.7	WWTP same agency	Rialto WWTP	0	4	No	 	 	 	5	0	0	0	
8SSO10596	Active	02/07/2017	Municipal (Public)	24,204	183,000	485,810	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	90	0	10	0	0	0	0	0	0	0	100	0	0	56.5	0	none	0	8000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	27	0	0	1	0	0	100	0	0	0	56.5	56.5	4.97	8.39	SSS other agency	OCSD	0	4	No	 	 	 	5	0	0	0	
8SSO10597	Active	01/09/2017	Municipal (Public)	5,632	1,491,365	3,032,000	1	8	3	1	6	12	3	0	1	1	0	0	1	0	0	0	0	4	75	90	10	6	15	0	0	0	0	0	0	100	100	2	59	40	none	0	2867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	3	0	0	0	1	2	4	100	2	7	2	1.0	1.0	.400	.700	WWTP same agency	Running Springs WWTP	87-8	4	Yes	No	Arrowbear Park County Water	6SSO11493	5	0	0	0	
8SSO10600	Active	05/27/2016	Municipal (Public)	3,125	1,163,325	134,691	6	36	2	1	5	1	8	0	0	4	0	1	2	0	0	5	8	0	0	0	0	0	0	0	0	0	0	100	0	100	0	2	17.5	8	none	0	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	3	0	0	0	0	0	0	100	0	3	8	2.7	1.7	.2	.3	WWTP other agency	BARWA	0	4	No	 	 	 	5	0	0	0	
