WDID	Status	Region	Agency	Collection System	County	LRO	Address Type	Street	City	Zip	Adopt Or Issuance Date	Effective Date	Expiration or Review Date	Termination Date	
5SSO11677	Active	5F	USDI National Park Service Sequoia & Kings Canyon	Ash Mountain CS	Tulare	Paul  Schwarz	AGENCY Mailing	47050 Generals Highway 	Three Rivers	93271		08/04/2009			
5SSO11679	Active	5S	Sacramento Cnty Dept of Regional Parks	Discovery Park	Sacramento	Mary Maret	AGENCY Billing	4040 Bradshaw Road 	Sacramento	95827	08/13/2010	08/13/2010			
5SSO11751	Active	5S	Yolo Cnty Planning & Public Works Dept.	Wild Wings Water Recycling Facility CS	Yolo	Regina  Espinosa	AGENCY Mailing	292 Beamer Street 	Woodland	95695		08/18/2008			
5SSO18099	Active	5S	Ca Dept of Corrections & Rehabilitation	California Health Care Facility Stockton CS	San Joaquin	Phil  Albee	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		01/09/2013			
5SSO18100	Active	5S	Stockton Port District	West Complex CS	San Joaquin	Jeff  Wingfield	AGENCY Physical	2201 Washington Street 	Stockton	95203		04/05/2016	04/28/2028		
5SSO18109	Active	5F	Dept. of State Hospitals	Dept. of State Hospitals - Coalinga CS	Fresno	Ronald James Howard	AGENCY Mailing	 PO Box 5000  	Coalinga	93210		10/14/2013			
6SSO10459	Active	6V	Los Angeles Cnty DPW	Unincorporated County Area Lake Hughes Zone of the CSMD CS	Los Angeles	Jeffrey Bouse	AGENCY Physical	900 Fremont Avenue 5th Floor	Alhambra	91803		11/03/2006			
6SSO11101	Active	6T	Alpine Springs WD	Alpine Springs County Water Di CS	Placer	John Collins	AGENCY Mailing	 PO Box 1879  	Tahoe City	96145		11/17/2006			
6SSO11102	Active	6T	Bridgeport PUD	Bridgeport PUD CS	Mono	Thomas Mullinax	AGENCY Mailing	 PO Box 473  	Bridgeport	93517		11/13/2006			
6SSO11103	Active	6T		Ccc @ Susanville, Csp-Lc CS	Lassen	Robert Monje	LRO Mailing	 PO Box 790  	Susanville	96130	08/10/2006	08/10/2006			
6SSO11105	Historical	6T	USDA Forest Service Lassen National Forest, Eagle Lake District	Eagle Lake Dist Office CS	Lassen	John  Allison	AGENCY Mailing	477 050 Eagle Lake Road 	Susanville	96130				09/25/2008	
6SSO11106	Active	6T	USDA Forest Service Lassen National Forest, Eagle Lake District	Eagle Lake Rec Area CS	Lassen	Emmett Richards	AGENCY Mailing	477 050 Eagle Lake Road 	Susanville	96130		07/20/2006			
6SSO11108	Active	6T	Leavitt Lake CSD	Leavitt Lake Sew Trt Ponds CS	Lassen	Catherine Seabourn	AGENCY Mailing	471 830 Buffum Lane 	Susanville	96130		08/10/2006			
6SSO11109	Active	6T	Markleeville PUD	Markleeville Wstwtr Trtmnt Sys CS	Alpine	Joanne Oehlerking	AGENCY Mailing	 PO Box 222  	Markleeville	96120		11/16/2006			
6SSO11110	Active	6T	North Tahoe PUD	North Tahoe Public Utility Dst CS	Placer	William Stelter	AGENCY Mailing	 PO Box 139  	Tahoe Vista	96148	08/29/2012	08/29/2012	10/02/2012		
6SSO11110	Active	6T	North Tahoe PUD	North Tahoe Public Utility Dst CS	Placer	William Stelter	AGENCY Mailing	 PO Box 139  	Tahoe Vista	96148	05/02/2006	01/02/2007			
6SSO11110	Historical	6T	North Tahoe PUD	North Tahoe Public Utility Dst CS	Placer	William Stelter	AGENCY Mailing	 PO Box 139  	Tahoe Vista	96148	07/12/2012	07/12/2012		08/16/2012	
6SSO11111	Active	6T	Northstar CSD	Northstar Community Svcs Dist CS	Nevada	Matt Ryan	AGENCY Mailing	908 Northstar Drive 	Northstar	96161		11/27/2006			
6SSO11112	Active	6T	US Army Sierra Army Depot	Sierra Army Depot Sew Trt Pln CS	Lassen	John  Garland	AGENCY Physical	 Sierra Army Depot  	Herlong	96113		08/10/2006			
6SSO11113	Active	6T	South Tahoe PUD	So. Tahoe Public Utility Dist. CS	El Dorado	Christopher Mark Stanley	AGENCY Mailing	1275 Meadow Crest Drive 	South Lake Tahoe	96150		07/27/2006			
6SSO11114	Active	6T	Squaw Valley PSD	Squaw Valley Public Svc Dist CS	Placer	David  Hunt	AGENCY Mailing	 PO Box 2026  	Olympic Valley	96146		10/19/2006			
6SSO11115	Active	6T	Stones-Bengard CSD	Stones-Bengard Sewage Trt Pnds CS	Lassen	Martin Balding	AGENCY Mailing	509 695 Stone Road 	Susanville	96130		09/05/2006			
6SSO11117	Active	6T	Susanville Consol SD	Susanville Csd CS	Lassen	Deborah Stampfli	AGENCY Mailing	45 Roop Street 	Susanville	96130		10/11/2006			
6SSO11118	Active	6T	Tahoe City PUD	Tahoe City Public Utility Dist CS	Placer	Cindy Gustafson	AGENCY Mailing	 PO Box 5249  	Tahoe City	96145		07/27/2006			
6SSO11119	Active	6T	Tahoe Truckee Sanitation Agency	Tahoe Truckee Sanitation Agen CS	Nevada	LaRue Griffin	AGENCY Mailing	13720 Joerger Drive 	Truckee	96161		07/20/2006			
6SSO11120	Historical	6T	Truckee SD	Truckee Sanitation District CS	Nevada	Raymond Brown	AGENCY Mailing	12304 Joeger Drive 	Truckee	96161	10/23/2012	10/23/2012		10/23/2012	
6SSO11120	Active	6T	Truckee SD	Truckee Sanitation District CS	Nevada	Raymond Brown	AGENCY Mailing	12304 Joeger Drive 	Truckee	96161		07/27/2006			
6SSO11121	Historical	6T	US Marine Corps Coleville	Us Marine Corps/Mt. Warfare Tc CS	Mono	Melanie Bengtson	AGENCY Mailing	700 Champagne Avenue 	Coleville	96107		11/17/2006		04/04/2008	
6SSO11123	Active	6V	Adelanto Public Utility Authority	Adelanto CS	San Bernardino	David  Kachelski	AGENCY Mailing	11600 Air Base Road 	Adelanto	92301	05/02/2006	01/03/2007	05/02/2011		
6SSO11124	Historical	6V	US Air Force Edwards Air Force Base	Airforce Research Lab CS		H Brent Baker	AGENCY Mailing	12 Laboratory Road 	Edwards AFB	93524				09/07/2007	
6SSO11125	Active	6V	Baker CSD	Baker CS	San Bernardino	Jacob  Overson	AGENCY Mailing	 PO Box 590  	Baker	92309		11/03/2006			
6SSO11126	Active	6V	Barstow City	Barstow CS	San Bernardino	Troy Minnick	AGENCY Mailing	220 Mt View Street 	Barstow	92311		10/19/2006	10/19/2024		
6SSO11127	Historical	6V		Barstow/Daggett Airport CS	San Bernardino	Terry Stover	LRO Mailing	39500 National Trails Highway 	Daggett	92327		09/05/2006		06/12/2014	
6SSO11128	Active	6V	Big Pine Indian Reservation	Big Pine Indian Res CS	Inyo	Anthony C. Karl	AGENCY Mailing	 PO Box 700  	Big Pine	93513		03/03/2008			
6SSO11129	Active	6V	Big Pine CSD	Big Pine CS	Inyo	Kevin Tillemans	AGENCY Mailing	 PO Box 639  	Big Pine	93513		10/16/2006			
6SSO11130	Active	6V	USDA Forest Service Inyo NF Bishop	Bishop Creek  CS	Inyo	Nora  Gamino	AGENCY Mailing	351 Pacu Lane 200	Bishop	93514		10/11/2006			
6SSO11131	Active	6V	Bishop City	Bishop CS	Inyo	Destin  Dishion	AGENCY Mailing	377 Line Street 1236	Bishop	93514		12/14/2006			
6SSO11132	Active	6V	Boron CSD	Boron CS	Kern	Peter  Lopez	AGENCY Mailing	 PO Box 1060  	Boron	93596		08/24/2006			
6SSO11135	Active	6V	California City	California City CS	Kern	Greg  Fielding	AGENCY Physical	21000 Hacienda  	California City	93595		08/03/2006			
6SSO11136	Active	6V	Lancaster City	City Of Lancaster CS	Los Angeles	Bruce Katz	AGENCY Mailing	44933 Fern Avenue 	Lancaster	93534		11/21/2006			
6SSO11137	Active	6V	Palmdale City	City Of Palmdale CS	Los Angeles	Tim  Carney	AGENCY Mailing	38300 Sierra Highway 	Palmdale	93550		11/06/2006			
6SSO11138	Active	6V	USDA Forest Service Inyo National Forest Mammoth Lakes	Convict Lake CS	Inyo	Nora  Gamino	AGENCY Mailing	 PO Box 148  	Mammoth Lakes	93546		10/11/2006			
6SSO11139	Active	6V	Crestline Sanitation District	Crestline Sanitation District Three CS	San Bernardino	Rick Dever	AGENCY Mailing	 PO Box 3395  	Crestline	92325		09/27/2006			
6SSO11140	Active	6V	Desert Lake CSD	Desert Lake Csd CS	Kern	Deanna  Love	AGENCY Mailing	12200 Del Oro Street 	Boron	93516		10/30/2006			
6SSO11142	Active	6V	USDI National Park Service Death Valley	Dvnm Hdq Furnace Creek CS	Inyo	Thomas Buck	AGENCY Mailing	 Death Valley National Park  	Death Valley	92328		07/28/2006			
6SSO11143	Active	6V	Eastern Sierra CSD	Eastern Sierra Csd CS	Inyo	Dan  Nolan	AGENCY Mailing	301 Line Street D	Bishop	93514		10/25/2006			
6SSO11144	Historical	6V	US Air Force Edwards Air Force Base	Edwards Afb CS		H Brent Baker	AGENCY Mailing	12 Laboratory Road 	Edwards AFB	93524				09/07/2007	
6SSO11146	Active	6V	San Bernardino Cnty Special Districts	CSA 70 GH Glen Helen CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		12/13/2006			
6SSO11147	Active	6V	Hilton Creek CSD	Hilton Creek Csd Package CS	Mono	Patrick James Allen	AGENCY Physical	3222 Crowley Lake Drive 	Crowley Lake	93546		08/24/2006			
6SSO11149	Active	6V	Los Angeles City DWP	Independence CS	San Bernardino	Kelvin Hoang	AGENCY Mailing	111 Hope Street 1213	Los Angeles	90012		10/19/2006			
6SSO11150	Active	6V	Inyokern CSD	Inyokern Csd CS	Kern	Brian  Bebee	AGENCY Mailing	 PO Box 1418  	Inyokern	93527		07/20/2006			
6SSO11151	Active	6V	June Lake PUD	June Lake PUD CS	Mono	Paula  Welch	AGENCY Mailing	 PO Box 99  	June Lake	93529		10/25/2006			
6SSO11152	Active	6V	Lake Arrowhead Community Service	Lake Arrowhead Csd CS	San Bernardino	Steven Papp	AGENCY Mailing	 PO Box 700  	Lake Arrowhead	92352		10/10/2006			
6SSO11154	Active	6V	Lee Vining PUD	Lee Vining CS	Mono	Patricia  Lewis	AGENCY Mailing	 PO Box 266  	Lee Vining	93541		11/02/2006			
6SSO11155	Active	6V	Lone Pine CSD	Lone Pine CS	Inyo	Vic  Jackson	AGENCY Mailing	 PO Box 36  	Lone Pine	93545		08/10/2006			
6SSO11157	Active	6V	Mammoth Water District	Mammoth Cwd CS	Mono	Mark Busby	AGENCY Mailing	 PO Box 597  	Mammoth Lakes	93546		07/11/2006			
6SSO11158	Active	6V	Mojave PUD	Mojave CS	Kern	Bee Coy	AGENCY Mailing	15844 K Street 	Mojave	93501		10/25/2006			
6SSO11160	Historical	6V	US Marine Corps Coleville	Nebo Domestic CS	San Bernardino	Jack  Stormo	AGENCY Mailing	700 Champagne Avenue 	Coleville	96107		09/20/2006			
6SSO11164	Active	6V	USDA Forest Service Inyo NF Bishop	Rock Creek Area CS	Inyo	Nora  Gamino	AGENCY Mailing	351 Pacu Lane 200	Bishop	93514		09/27/2006			
6SSO11165	Active	6V	Rosamond CSD	Rosamond (Ponds) CS	Kern	Jamie DuBois	AGENCY Mailing	3179 35th Street West  	Rosamond	93560		07/20/2006			
6SSO11166	Historical	6V	US Navy Naval Air Weapons Station China Lake	Salt Wells Propul. Labs CS		Dean  Hill	AGENCY Contact	1 Administration Circle  	China Lake	93555				09/25/2008	
6SSO11168	Active	6V	San Bernardino Cnty Special Districts	CSA 82 CS (Trona & Pioneer Point)	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		09/27/2006			
6SSO11169	Active	6V	Victor Valley Wastewater Reclamation Authority	Victor Valley Wastewater CS	San Bernardino	Latif  Laari	AGENCY Mailing	20111 Shay Road 	Victorville	92394		05/24/2007			
6SSO11171	Historical	6V	US Marine Corps Coleville	Yermo Domestic CS	San Bernardino	Lynn  Sherman	AGENCY Mailing	700 Champagne Avenue 	Coleville	96107	09/20/2006	09/20/2006			
6SSO11182	Active	6V	Ca Dept of Corrections & Rehabilitation	California State Prison, Los Angeles County CS	Los Angeles	Jeffrey Loyd	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/30/2006			
6SSO11193	Active	6T	Ca Dept of Corrections & Rehabilitation	High Desert State Prison CS	Lassen	Tim Bayles	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		01/03/2007			
6SSO11376	Active	6V	San Bernardino Cnty Special Districts	CSA 42 CS (Oro Grande)	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		04/10/2007			
6SSO11377	Active	6V	San Bernardino Cnty Special Districts	CSA 70 SP2 CS (Oak Hills)	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		04/10/2007			
6SSO11378	Active	6V	San Bernardino Cnty Special Districts	CSA S-7 CS (Lenwood)	San Bernardino	Greg Snydal	AGENCY Mailing	 PO Box 5004  	Victorville	92393		04/10/2007			
6SSO11379	Active	6V	San Bernardino Cnty Special Districts	CSA 64 CS (Spring Valley Lake)	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		04/10/2007			
6SSO11380	Active	6V	San Bernardino Cnty Special Districts	CSA 79 CS (Green Valley Lake)	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		04/10/2007			
6SSO11393	Active	6V	Los Angeles County Sanitation Districts	County Sanitation District No. 14 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
6SSO11399	Active	6V	Los Angeles County Sanitation Districts	County Sanitation District No. 20 CS	Los Angeles	Mike Sullivan	AGENCY Physical	1955 Workman Mill Road 	Whittier	90607		05/02/2006	12/31/2009		
6SSO11416	Historical	6V	US Navy Naval Air Weapons Station China Lake	China Lake Naval Air Weapons Stations CS	Kern	Dean  Hill	AGENCY Contact	1 Administration Circle  	China Lake	93555		01/04/2007		12/30/2008	
6SSO11425	Active	6V	Victorville City	Victorville SD CS	San Bernardino	Doug Mathews	AGENCY Mailing	14343 Civic Drive 	Victorville	92392	05/02/2006	01/05/2007	05/02/2011		
6SSO11427	Active	6V	Hesperia City	City of Hesperia CS	San Bernardino	MARK FAHERTY	AGENCY Physical	9700 7th Avenue 	Hesperia	92345	05/02/2006	01/05/2007			
6SSO11431	Historical	6T	CPQH, LLC / Coleville District	CPQH, LLC / Coleville District CS	Mono	Howard  Millsaps	AGENCY Mailing	600 Davenport Court 	Coleville	96107	05/02/2006	01/08/2007	05/02/2011	04/04/2008	
6SSO11489	Active	6V	Apple Valley Town	Town of Apple Valley Wastewater Dept. CS	San Bernardino	Gregory Scott Snyder	AGENCY Mailing	14955 Dale Evans Parkway  	Apple Valley	92307	05/02/2006	03/14/2007	05/02/2011		
6SSO11493	Active	6V	Arrowbear Park County Water District	Arrowbear Park CWD CS	San Bernardino	Norman Huff	AGENCY Mailing	 PO Box 4045  	Arrowbear Lake	92382	05/02/2006	04/05/2007	05/02/2011		
6SSO11506	Active	6V	Helendale CSD	Helendale CS	San Bernardino	Alejandro (Alex) Aviles	AGENCY Mailing	 PO Box 2608  	Helendale	92342		05/02/2006	05/02/2011		
6SSO11517	Active	6T	Placer Cnty Dept of Facility Services	Placer County Eastern Regional Landfill CS	Placer	Bill Zimmerman	AGENCY Mailing	11476 C Avenue 	Auburn	95603		01/03/2008			
6SSO11523	Active	6V	Ca Dept of Parks & Rec Tehachapi District	Silverwood Lake SRA CS	San Bernardino	Jerry Weatherman	AGENCY Mailing	15101 Lancaster Road 	Lancaster	93536		05/28/2008			
6SSO11538	Active	6T	Spalding Community Service District	Step/Stag System w/Evap Ponds CS	Lassen	Chris Gallagher	AGENCY Mailing	502 907 Mahogany Way 	Susanville	96130		02/04/2009			
6SSO14497	Active	6V	Ridgecrest City	Ridgecrest WWTF CS	Kern	John Bracken	AGENCY Mailing	100 California Avenue 	Ridgecrest	93555		11/02/2007			
6SSO18093	Active	6T	Ca Dept of Parks & Rec Tahoma	Emerald Bay State Park CS - Eagle Point	El Dorado	Graham Payne	AGENCY Contact	 PO Box 266  	Tahoma	96142		09/17/2008			
6SSO18094	Active	6T	Ca Dept of Parks & Rec Tahoma	D.L. Bliss State Park CS	El Dorado	Graham Payne	AGENCY Contact	 PO Box 266  	Tahoma	96142		10/16/2008			
6SSO18095	Active	6T	Ca Dept of Parks & Rec Tahoma	Sugar Pine Point State Park CS	El Dorado	Graham Payne	AGENCY Contact	 PO Box 266  	Tahoma	96142		10/16/2008			
6SSO18103	Active	6V	San Bernardino Cnty Special Districts	Calico Ghost Town Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
6SSO18104	Active	6V	San Bernardino Cnty Special Districts	Mojave Narrows Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
6SSO18105	Active	6V	San Bernardino Cnty Special Districts	Mojave River Forks Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
7SSO10506	Active	7	Mission Springs Water District	Alan Horton CS	Riverside	Peter Boyer	AGENCY Mailing	66575 Second Street 	Desert Hot Springs	92240		08/24/2006			
7SSO10507	Active	7	Banning City	Banning STP-Non Npdes CS	Riverside	Paul  Banning	AGENCY Mailing	99 Ramsey Street 	Banning	92220		11/27/2006			
7SSO10508	Active	7	Blythe City	Blythe Airport Stf CS	Riverside	Steve Jones	AGENCY Mailing	440 Main Street 	Blythe	92225		12/13/2006			
7SSO10509	Active	7	Blythe City	Blythe CS	Riverside	Thomas Ecret	AGENCY Mailing	440 Main Street 	Blythe	92225		12/13/2006			
7SSO10511	Historical	7	USDI Bureau of Reclamation Shasta Lake	Bor-Parker Dam CS	San Bernardino	Bill Bruninga	AGENCY Mailing	16349 Shasta Dam Boulevard 	Shasta Lake	96019		10/18/2006			
7SSO10512	Historical	7	Borrego Springs PCSD	Borrego Springs Pcsd 96-009 CS	San Diego	Larry  Linder	AGENCY Mailing	 PO Box 306  	Borrego Springs	92004		11/06/2006			
7SSO10513	Active	7	Borrego Water District	Borrego Wd-Rams Hill CS	San Diego	Greg Holloway	AGENCY Mailing	 PO Box 1870  	Borrego Springs	92004	05/02/2006	01/02/2007			
7SSO10514	Active	7	Brawley City	Brawley WWTP-Npdes CS	Imperial	David Arvizu	AGENCY Mailing	180 South Western Avenue 	Brawley	92227		07/25/2006			
7SSO10515	Active	7	Calexico City 	Calexico CS	Imperial	Arturo Estrada	AGENCY Mailing	608 Heber Avenue 	Calexico	92231		07/25/2006			
7SSO10516	Active	7	Calipatria City	Calipatria Municipal CS	Imperial	Raul Bernal	AGENCY Mailing	125 Park Avenue 	Calipatria	92233		11/22/2006			
7SSO10519	Active	7	Imperial City	Imperial City CS	Imperial	Edgar R Self	AGENCY Mailing	420 Imperial Avenue 	Imperial	92251		11/22/2006			
7SSO10520	Active	7	Coachella SD	Coachella Sd CS	Riverside	Jerry  Jimenez	AGENCY Mailing	1515 Sixth Street 	Coachella	92236		11/08/2006			
7SSO10523	Active	7	Mission Springs Water District	Desert Crest CS	Riverside	Peter Boyer	AGENCY Mailing	66575 Second Street 	Desert Hot Springs	92240		08/24/2006			
7SSO10524	Active	7	Salton Community Services Dist	Desert Shores CS	Imperial	Timothy Roberts	AGENCY Mailing	 PO Box 5268  	Salton City	92275		07/17/2006			
7SSO10525	Active	7	El Centro City	El Centro MCS	Imperial	Randy Hines	AGENCY Mailing	1275 Main Street 	El Centro	92243		07/25/2006			
7SSO10526	Active	7	Imperial Cnty	Gateway Of The Americas 99-042 CS	Imperial	Gabriel  Bostan	AGENCY Mailing	155 11th Street 	El Centro	92243		08/25/2006			
7SSO10527	Active	7	Heber PUD	Heber CS	Imperial	Francisco Rodriguez	AGENCY Mailing	1078 Dogwood Road 103	Heber	92249		11/27/2006			
7SSO10528	Active	7	Holtville City	Holtville CS	Imperial	Francisco Orozco	AGENCY Mailing	121 5th Street 	Holtville	92250		12/08/2006			
7SSO10530	Active	7	Riverside Cnty Service Area #51	Lake Tamarisk CS	Riverside	Steve Jones	AGENCY Mailing	 PO Box 316  	Desert Center	92239		08/14/2006			
7SSO10531	Active	7	Needles City	Needles Sbr CS	San Bernardino	Rick Daniels	AGENCY Mailing	817 3rd Street 	Needles	92363		11/02/2006			
7SSO10532	Active	7	Niland SD	Niland CS	Imperial	Victor Zamorano	AGENCY Mailing	 PO Box 40  	Niland	92257		10/10/2006			
7SSO10535	Active	7	Coachella Valley WD	Coachella Valley Water District CS	Riverside	Daniel Farris	AGENCY Physical	75515 Hovley Lane 	Palm Desert	92211		12/06/2006			
7SSO10536	Active	7	Palm Springs City	Palm Springs CS	Riverside	Marcus  Fuller	AGENCY Mailing	3200 Tahquitz Canyon Way 	Palm Springs	92262		10/11/2006			
7SSO10537	Historical	7	Riverside Cnty Service Area #62	Ripley CS	Riverside	James  Teeter	AGENCY Mailing	26-251 Parkview Drive 	Desert Center	92239				09/29/2008	
7SSO10538	Active	7	Salton Community Services Dist	Salton City Oxid Basin CS	Imperial	Timothy Roberts	AGENCY Mailing	 PO Box 5268  	Salton City	92275		07/17/2006			
7SSO10540	Active	7	Valley Sanitary District	Valley Sd - Npdes CS	Riverside	Heberto Moreno	AGENCY Mailing	45500 Van Buren Street 	Indio	92201		10/10/2006			
7SSO10541	Active	7	Westmorland City	Westmorland CS	Imperial	Ramiro  Barajas	AGENCY Mailing	 PO Box 699  	Westmorland	92281		07/20/2006			
7SSO11186	Active	7	Ca Dept of Corrections & Rehabilitation	Calipatria State Prison CS	Imperial	Lee  Gray	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		11/21/2006			
7SSO11187	Active	7	Ca Dept of Corrections & Rehabilitation	Centinela State Prison CS	Imperial	Raymond  Madden	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		10/30/2006			
7SSO11189	Active	7	Ca Dept of Corrections & Rehabilitation	Chuckawalla Valley State Prison CS	Riverside	Bryan Scott Steadman	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/03/2006			
7SSO11194	Active	7	Ca Dept of Corrections & Rehabilitation	Ironwood State Prison CS	Riverside	Hal Hudson	AGENCY Mailing	9838 Old Placerville Road B	Sacramento	95827		08/29/2006			
7SSO11440	Active	7	Desert Water Agency	Desert Water Agency CS	Riverside	Steve Johnson	AGENCY Physical	1200 S Gene Autry Trl  	Palm Springs	92264	05/02/2006	01/09/2007			
7SSO11476	Active	7	US Marine Corps Twentynine Palms NREA AGCC	USMC Mainside WWTP CS	San Bernardino	James  Lessard	AGENCY Mailing	 Bldg 1451 Box 788110  	Twentynine Palms	92278		05/07/2007			
7SSO11498	Historical	7		Naval Air Facility El Centro CS	Imperial		LRO 					11/02/2006		01/05/2011	
7SSO11515	Active	7	Seeley Cnty WD	13-10013 CS	Imperial	James Dorland Strang	AGENCY Mailing	 PO Box 161  	Seeley	92273		01/02/2008			
7SSO18102	Active	7	San Bernardino Cnty Special Districts	Moabi Regional Park CS	San Bernardino	Randy Bon	AGENCY Mailing	 PO Box 5004  	Victorville	92393		08/06/2013			
8SSO10290	Historical	8	Bear Valley Electric	Bear Valley Electric CS	San Bernardino	Ken  Markling	AGENCY Mailing	 PO Box 1547  	Big Bear Lake	92315		07/06/2010			
8SSO10539	Active	8	UC Riverside	UC Riverside CS	Riverside	Russell  Vernon	AGENCY Physical	3615A Canyon Crest Drive 	Riverside	92521		11/21/2006			
8SSO10542	Active	8	Anaheim City	Anaheim City CS	Orange	Mike  Ogle	AGENCY Physical	201 Anaheim Boulevard 601	Anaheim	92805	05/02/2006	10/16/2006			
8SSO10543	Active	8	Beaumont City	Beaumont City CS	Riverside	Amer Jakher	AGENCY Mailing	550 6th Street 	Beaumont	92223		11/02/2006			
8SSO10544	Active	8	Big Bear City Community Services District	Big Bear City CSD CS	San Bernardino	Andrew Keller	AGENCY Mailing	 PO Box 558  	Big Bear City	92314		10/16/2006			
8SSO10545	Active	8	Brea City	Brea City CS	Orange	Will  Wenz	AGENCY Mailing	1 Civic Center Circle 	Brea	92621		10/11/2006			
8SSO10546	Active	8	Buena Park City	Buena Park City CS	Orange	Michael Grisso	AGENCY Mailing	6650 Beach  	Buena Park	90621		09/12/2006			
8SSO10547	Active	8	CSU San Bernardino	CSU San Bernardino CS	San Bernardino	Jon Mohoroski	AGENCY Mailing	5500 University Parkway 	San Bernardino	92407		10/19/2006			
8SSO10548	Active	8	CSU Fullerton	CSU Fullerton CS	Orange	LEONARDO LOPEZ	AGENCY Mailing	800 State College Boulevard 	Fullerton	92831		11/17/2006			
8SSO10549	Active	8	Big Bear Lake City	Big Bear Lake City CS	San Bernardino	Kevin  Sebourn	AGENCY Mailing	 PO Box 1929  	Big Bear Lake	92315		10/11/2006			
8SSO10551	Active	8	Chino Hills City	Chino Hills City CS	San Bernardino	Mark Wiley	AGENCY Mailing	14000 City Center Drive 	Chino Hills	91709	05/02/2006	01/04/2007	05/02/2011		
8SSO10552	Active	8	Cypress City	Cypress City CS	Orange	Doug Dancs	AGENCY Physical	5275 Orange Avenue 	Cypress	90630		11/22/2006			
8SSO10554	Active	8	Loma Linda City	Loma Linda City CS	San Bernardino	Russ Handy	AGENCY Mailing	25541 Barton Road 	Loma Linda	92354		11/02/2006			
8SSO10556	Active	8	Norco City	Norco City CS	Riverside	Bill Thompson	AGENCY Mailing	3367 Corydon Avenue 	Norco	92860		09/12/2006			
8SSO10557	Active	8	Perris City	Perris City CS	Riverside	Daryl Hartwill	AGENCY Contact	170 Wilkerson Avenue 	Perris	92572		10/16/2006			
8SSO10558	Active	8	Redlands City	Redlands City Wastewater CS	San Bernardino	William Wesley Gane	AGENCY Physical	35 Cajon Street 15A	Redlands	92373		08/16/2006			
8SSO10560	Active	8	Riverside City	Riverside City CS	Riverside	Craig  Justice	AGENCY Mailing	3900 Main Street 	Riverside	92522		11/21/2006			
8SSO10561	Active	8	San Bernardino City Public Services	San Bernardino City CS	San Bernardino	Mike Ellison	AGENCY Mailing	300 D Street 	San Bernardino	92418		11/16/2006			
8SSO10562	Active	8	San Jacinto City	San Jacinto City CS	Riverside	Dan Mudrovich	LRO 					12/13/2006			
8SSO10564	Active	8	Upland City	Upland City CS	San Bernardino	Rosemary  Hoerning	AGENCY Mailing	460 Euclid Avenue 	Upland	91786		10/19/2006			
8SSO10565	Active	8	Corona City DWP	Corona City CS	Riverside	Kathryn Hockett	AGENCY Mailing	755 Public Safety Way 	Corona	92880		07/28/2006			
8SSO10566	Active	8	Costa Mesa Sanitary District	Costa Mesa SD CS	Orange	Steve  Cano	AGENCY Mailing	 PO Box 1200  	Costa Mesa	92628		10/30/2006			
8SSO10568	Active	8	Western Riverside County Regional Wastewater Authority	WRCRWA Reclamation Plt CS	Riverside	Alex  Chang	AGENCY Mailing	14205 Meridian Parkway 	Riverside	92518		07/20/2006			
8SSO10569	Active	8	East Valley Water District	East Valley Water District CS	San Bernardino	Steven Nix	AGENCY Mailing	 PO Box 3427  	San Bernardino	92413		10/25/2006			
8SSO10570	Active	8	El Toro Water District	El Toro Water District R8 CS	Orange	Nadia Reesman	AGENCY Mailing	 PO Box 4000  	Laguna Hills	92654		10/11/2006			
8SSO10572	Active	8	Fountain Valley City	Fountain Valley City CS	Orange	Cal Youngberg	AGENCY Mailing	10200 Slater Avenue 	Fountain Valley	92708		08/21/2006			
8SSO10573	Active	8	Fullerton City	Fullerton City CS	Orange	William  Roseberry	AGENCY Mailing	303 Commonwealth Avenue 	Fullerton	92832		08/21/2006			
8SSO10574	Active	8	Garden Grove Sanitary District	Garden Grove City CS	Orange	William  Murray	AGENCY Mailing	11400 Stanford Avenue 	Garden Grove	92640		10/18/2006			
